event_name,prompt,image_generated,saved_filename
aerial-survey-photography,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Aerial Photos Map the Trenches — Cameras flown over the Western Front let armies redraw trench maps within hours, founding modern photographic survey.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
daylight-saving-time,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Daylight Saving Time Adopted — Germany pushed its clocks forward an hour to save coal, and rival and neutral nations copied the measure within weeks.. A document, seal, gavel or carved statute filling the frame, lit hard from one side. Weight and permanence over people. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
finland-declares-independence,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Finland Declares Independence — The Finnish parliament declared the country independent of Russia as the Russian empire fell apart.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
house-of-windsor-founded,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. House of Windsor Founded — George V renounced his family's German titles and renamed the royal house Windsor amid wartime anti-German feeling.. A single throne, crown, standard or seated ruler dominating the frame. Regalia and power made physical, not a map or a crowd. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
vernam-one-time-pad,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The One-Time Pad Patented — Gilbert Vernam combined each teleprinter character with a key tape; with a random key used once, the result is unbreakable.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
enigma-machine-sold,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Enigma Machine Goes On Sale — Arthur Scherbius marketed his rotor cipher machine to banks and firms before the German military adopted it wholesale.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
pancho-villa-assassinated,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Pancho Villa Assassinated — The retired Mexican revolutionary general was ambushed by gunmen at Parral, three years after laying down arms.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
contract-bridge-devised,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Contract Bridge Devised — Harold Vanderbilt reworked auction bridge on a Caribbean cruise, creating the bidding and scoring game played today.. The apparatus of transmission close up — a horn, lens, microphone, screen — glowing against a darkened surround. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
godel-incompleteness-theorems,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Godel's Incompleteness Theorems — Kurt Godel proved that any consistent system rich enough for arithmetic holds truths it cannot prove.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
rejewski-breaks-enigma,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Poles Break The Enigma — Marian Rejewski used permutation theory to reconstruct the wiring of the German army's Enigma without ever seeing one.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
prohibition-repealed-us,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Prohibition Repealed in the US — The Twenty-first Amendment ended national prohibition, returning the regulation of alcohol to the American states.. A document, seal, gavel or carved statute filling the frame, lit hard from one side. Weight and permanence over people. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
bathysphere-descent,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The Bathysphere Descent — William Beebe and Otis Barton were winched half a mile down off Bermuda in a steel sphere, describing the life outside.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
edward-viii-abdicates,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Edward VIII Abdicates — Edward VIII gave up the throne to marry the divorcee Wallis Simpson, and his shy younger brother became George VI.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
turing-computable-numbers,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Turing Defines Computability — Alan Turing's paper on computable numbers described an abstract machine and problems no machine can settle.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
zwicky-dark-matter,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Zwicky Infers Dark Matter — Galaxies in the Coma cluster moved far too fast for their visible mass, implying unseen matter holds them.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
fluorescent-lamp,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Fluorescent Tube Goes On Sale — General Electric marketed phosphor-coated tubes that gave several times more light per watt than filament bulbs.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
sutton-hoo-excavated,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Sutton Hoo Treasure Unearthed — Basil Brown traced the vanished timbers of a ship in a Suffolk mound and found the gold and garnet regalia of an Anglo-Saxon king.. The artwork, instrument or performer close and central, lit theatrically. The act of making or playing, not the audience. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
turing-bombe-bletchley,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Turing's Bombe At Bletchley — Alan Turing's electromechanical bombe began running at Bletchley Park, stripping out the German Enigma's daily settings.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
aqua-lung-invented,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The Aqua-Lung Invented — Jacques Cousteau and Emile Gagnan's demand valve let a diver breathe compressed air at will, creating modern scuba.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
colossus-lorenz-codebreaker,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Colossus Attacks Lorenz Cipher — Bletchley Park's Colossus, the first programmable electronic computer, hunted the settings of Hitler's teleprinter cipher.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
paricutin-volcano-born,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Parícutin Erupts in a Cornfield — A Mexican farmer watched a fissure split his field and grow into a cinder cone hundreds of feet tall, burying two villages.. A single organism, rock face or natural feature filling the frame, with the landscape reduced to a simple silhouette behind. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
iceland-becomes-republic,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Iceland Becomes a Republic — Icelanders voted to end the union with the Danish crown and founded their republic at Thingvellir.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
gamow-hot-big-bang,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Gamow's Hot Early Universe — Gamow argued the expanding universe began hot and dense enough to forge the lightest chemical elements.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
espresso-machine-crema,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Espresso Machine Makes Crema — Achille Gaggia's lever machine forced hot water through ground coffee under pressure, giving espresso its crema.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
grey-walter-tortoises,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Grey Walter's Robot Tortoises — Neurologist William Grey Walter built Elmer and Elsie, shelled robots that hunted light and recharged themselves.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
shannon-perfect-secrecy,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Perfect Secrecy Proved — Claude Shannon put cryptography on a mathematical footing and proved the one-time pad the only theoretically unbreakable cipher.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. sepia browns, military olive, gunmetal grays, propaganda poster reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
linear-b-deciphered,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Linear B Deciphered — Michael Ventris, an architect working in his spare time, showed that the Mycenaean tablet script recorded an early form of Greek.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
mackinac-bridge,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Mackinac Bridge Opens — A five-mile suspension bridge joined Michigan's upper and lower peninsulas across the storm-swept Straits.. The structure filling the frame from a dramatic low angle. One or two human figures for scale. Strong geometry and clean lines. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
stellar-nucleosynthesis-b2fh,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Elements Forged Inside Stars — Burbidge, Fowler and Hoyle showed stars build nearly every heavy element and scatter them as they die.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
tharp-ocean-floor-map,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Tharp Maps the Ocean Floor — Marie Tharp and Bruce Heezen turned sounding data into a picture of the Atlantic seabed, revealing a rift along its ridge.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
mark-i-perceptron,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Mark I Perceptron — Frank Rosenblatt's machine learned to tell shapes apart by adjusting its own weights, an early neural network.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
samuel-checkers-program,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Checkers Program Teaches Itself — Arthur Samuel's checkers program improved by playing against itself, an early demonstration of machine learning.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
maya-glyphs-deciphered,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Maya Glyphs Read as History — Tatiana Proskouriakoff showed that Maya inscriptions record the births, accessions and wars of real kings, not only astronomy.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
unimate-industrial-robot,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Unimate Industrial Robot — The first industrial robot arm went to work unloading a die-casting machine at a General Motors plant.. Hands and material at the moment of transformation. Extreme foreground detail of the process; the workshop reduced to warm shadow. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
cohen-continuum-hypothesis,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Continuum Hypothesis Independent — Paul Cohen's forcing method showed the continuum hypothesis can be neither proved nor disproved from set theory.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
malta-independence,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Malta Wins Independence — Malta became independent from Britain, ending a long run of rule by outside powers over the islands.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
si-second-caesium,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The Second Redefined — Weights and measures delegates defined the second by caesium atom vibrations, untying it from the spin of the Earth.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
shakey-the-robot,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Shakey the Robot — Stanford researchers built the first mobile robot able to plan its own route and reason about its actions.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
crypto-ag-rigged-machines,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Rigged Cipher Machines Sold — American and West German spy agencies secretly bought a Swiss cipher firm and sold weakened machines to scores of governments.. Close-up dramatic angle on one or two figures at a single iconic moment, not a wide battlefield. Blurred, minimal background. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
low-loss-optical-fibre,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Low-Loss Optical Fibre — Corning drew glass fibre pure enough to carry light for kilometres, turning optical communication into engineering.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
world-series-of-poker-first,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. First World Series of Poker — Benny Binion gathered leading gamblers at his Las Vegas casino for a poker tournament that crowned a world champion.. One athlete at the decisive instant — mid-throw, mid-stride, mid-grip — filling the frame. The crowd is texture, not subject. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
landsat-earth-imaging,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. First Landsat Satellite — A NASA satellite began imaging the land surface in repeating swaths, giving mapmakers a continuous view from orbit.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
utc-leap-second,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. First Leap Second Added — Coordinated Universal Time began inserting a spare second whenever atomic clocks ran ahead of the slowing Earth.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
bosphorus-bridge,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Bosphorus Bridge Opens — Istanbul's first suspension bridge over the Bosphorus strait carried road traffic between Europe and Asia.. The structure filling the frame from a dramatic low angle. One or two human figures for scale. Strong geometry and clean lines. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
hawking-radiation,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Hawking Radiation Predicted — Hawking showed black holes are not entirely black: quantum effects make them glow and slowly evaporate.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
diffie-hellman-key-exchange,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Public-Key Cryptography — Whitfield Diffie and Martin Hellman showed two strangers could agree on a secret key in the open, having never met.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
four-colour-theorem-proved,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Four Colour Theorem Proved — Appel and Haken showed four colours suffice for any map, the first major proof to lean on a computer.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
hydrothermal-vents-discovered,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Hydrothermal Vents Discovered — The submersible Alvin found hot vents on the Galapagos Rift crowded with life fed by chemistry rather than sunlight.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
rsa-algorithm-published,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The RSA Algorithm — Three MIT researchers turned public-key cryptography into a working system resting on the difficulty of factoring huge numbers.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
compact-fluorescent-lamp,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Compact Fluorescent Bulb — Philips folded a fluorescent tube into a screw-in bulb, the first energy-saving lamp sold for ordinary sockets.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. cool steel blues, nuclear whites, television grays, Cold War reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
