name,friendly_name,year,category,difficulty,description
a-hot-air-balloon-crashes-near-carterton-new-zeal,"A hot air balloon crashes near Carterton, New Zealand,",2012,disasters,medium,"A hot air balloon crashes near Carterton, New Zealand, killing all 11 people on board."
a-bombing-at-jamrud-in-pakistan-kills-at-least-30,"A bombing at Jamrud in Pakistan, kills at least 30 people",2012,conflict,medium,"A bombing at Jamrud in Pakistan, kills at least 30 people and injures 78 others."
violent-protests-occur-in-bucharest-romania-as-t,"Violent protests occur in Bucharest, Romania, as",2012,diplomatic,medium,"Violent protests occur in Bucharest, Romania, as two-day-old demonstrations continue against President Traian Băsescu's economic austerity measures. Clashes are reported in numerous Romanian cities between protesters and law enforcement officers."
the-passenger-cruise-ship-costa-concordia-sinks-of,The passenger cruise ship Costa Concordia sinks off the,2012,cultural,medium,The passenger cruise ship Costa Concordia sinks off the coast of Italy due to the captain Francesco Schettino's negligence and irresponsibility. There are 32 confirmed deaths.
the-mali-war-begins-when-tuareg-militias-start-fig,The Mali War begins when Tuareg militias start fighting the,2012,diplomatic,medium,The Mali War begins when Tuareg militias start fighting the Malian government for independence.
the-hong-kong-based-file-sharing-website-megauploa,The Hong Kong-based file-sharing website Megaupload is shut,2012,cultural,medium,The Hong Kong-based file-sharing website Megaupload is shut down by the FBI.
seventy-four-people-are-killed-and-over-500-injure,Seventy-four people are killed and over 500 injured as a,2012,disasters,medium,Seventy-four people are killed and over 500 injured as a result of clashes between fans of Egyptian football teams Al Masry and Al Ahly in the city of Port Said.
the-ferry-mv-rabaul-queen-sinks-off-the-coast-of-p,The ferry MV Rabaul Queen sinks off the coast of Papua New,2012,diplomatic,medium,"The ferry MV Rabaul Queen sinks off the coast of Papua New Guinea near the Finschhafen District, with an estimated 146-165 dead."
a-magnitude-67-earthquake-hits-the-central-philip,A magnitude 6.7 earthquake hits the central Philippine,2012,disasters,medium,"A magnitude 6.7 earthquake hits the central Philippine island of Negros, leaving 112 people dead."
a-gunman-kills-eight-people-in-a-house-to-house-ra,A gunman kills eight people in a house-to-house rampage in,2013,cultural,medium,"A gunman kills eight people in a house-to-house rampage in Kawit, Cavite, Philippines."
one-french-soldier-and-17-militants-are-killed-in,One French soldier and 17 militants are killed in a failed,2013,conflict,medium,"One French soldier and 17 militants are killed in a failed attempt to free a French hostage in Bulo Marer, Somalia."
a-train-carrying-egyptian-army-recruits-derails-ne,"A train carrying Egyptian Army recruits derails near Giza,",2013,conflict,medium,"A train carrying Egyptian Army recruits derails near Giza, Greater Cairo, killing 19 and injuring 120 others."
former-cyclist-lance-armstrong-confesses-to-his-do,Former cyclist Lance Armstrong confesses to his doping in,2013,cultural,medium,Former cyclist Lance Armstrong confesses to his doping in an airing of Oprah's Next Chapter.
naro-1-becomes-the-first-carrier-rocket-launched-b,Naro-1 becomes the first carrier rocket launched by South,2013,exploration,medium,Naro-1 becomes the first carrier rocket launched by South Korea.
a-launch-of-the-communication-satellite-gsat-14-ab,A launch of the communication satellite GSAT-14 aboard the,2014,exploration,medium,A launch of the communication satellite GSAT-14 aboard the GSLV MK.II D5 marks the first successful flight of an Indian cryogenic engine.
a-bomb-attack-on-an-army-convoy-in-the-city-of-ban,A bomb attack on an army convoy in the city of Bannu kills,2014,conflict,medium,A bomb attack on an army convoy in the city of Bannu kills at least 26 Pakistani soldiers and injures 38 others.
rojava-conflict-the-jazira-canton-declares-its-au,Rojava conflict: The Jazira Canton declares its autonomy,2014,cultural,medium,Rojava conflict: The Jazira Canton declares its autonomy from the Syrian Arab Republic.
two-people-are-shot-and-killed-and-29-students-are,Two people are shot and killed and 29 students are taken,2014,disasters,medium,"Two people are shot and killed and 29 students are taken hostage at a high school in Moscow, Russia."
scientists-announce-that-the-happisburgh-footprint,Scientists announce that the Happisburgh footprints in,2014,diplomatic,medium,"Scientists announce that the Happisburgh footprints in Norfolk, England, date back to more than 800,000 years ago, making them the oldest known hominid footprints outside Africa."
a-hotel-fire-in-medina-saudi-arabia-kills-15-egyp,"A hotel fire in Medina, Saudi Arabia kills 15 Egyptian",2014,disasters,medium,"A hotel fire in Medina, Saudi Arabia kills 15 Egyptian pilgrims with 130 others injured."
a-military-transport-plane-crashes-in-a-mountainou,A military transport plane crashes in a mountainous area of,2014,conflict,medium,"A military transport plane crashes in a mountainous area of Oum El Bouaghi Province in eastern Algeria, killing 77 people."
the-eurasian-economic-union-comes-into-effect-cre,"The Eurasian Economic Union comes into effect, creating a",2015,cultural,medium,"The Eurasian Economic Union comes into effect, creating a political and economic union between Russia, Belarus, Armenia, Kazakhstan and Kyrgyzstan."
boko-haram-militants-destroy-the-entire-town-of-ba,Boko Haram militants destroy the entire town of Baga in,2015,cultural,medium,"Boko Haram militants destroy the entire town of Baga in north-east Nigeria, starting the Baga massacre and killing as many as 2,000 people."
two-gunmen-commit-mass-murder-at-the-offices-of-ch,Two gunmen commit mass murder at the offices of Charlie,2015,cultural,medium,"Two gunmen commit mass murder at the offices of Charlie Hebdo in Paris, shooting twelve people execution style, and wounding eleven others."
a-car-bomb-explodes-outside-a-police-college-in-th,A car bomb explodes outside a police college in the Yemeni,2015,cultural,medium,A car bomb explodes outside a police college in the Yemeni capital Sana'a with at least 38 people reported dead and more than 63 injured.
the-perpetrators-of-the-charlie-hebdo-shooting-in,The perpetrators of the Charlie Hebdo shooting in Paris two,2015,disasters,medium,"The perpetrators of the Charlie Hebdo shooting in Paris two days earlier are both killed after a hostage situation; a second hostage situation, related to the Charlie Hebdo shooting, occurs at a Jewish market in Vincennes."
a-mass-poisoning-at-a-funeral-in-mozambique-involv,A mass poisoning at a funeral in Mozambique involving beer,2015,cultural,medium,A mass poisoning at a funeral in Mozambique involving beer that was contaminated with Burkholderia gladioli leaves 75 dead and over 230 people ill.
government-raids-kill-143-boko-haram-fighters-in-k,"Government raids kill 143 Boko Haram fighters in Kolofata,",2015,diplomatic,medium,"Government raids kill 143 Boko Haram fighters in Kolofata, Cameroon."
the-swiss-national-bank-abandons-the-cap-on-the-sw,The Swiss National Bank abandons the cap on the Swiss,2015,cultural,medium,"The Swiss National Bank abandons the cap on the Swiss franc's value relative to the euro, causing turmoil in international financial markets."
in-response-to-the-execution-of-nimr-al-nimr-iran,"In response to the execution of Nimr al-Nimr, Iran ends its",2016,diplomatic,medium,"In response to the execution of Nimr al-Nimr, Iran ends its diplomatic relations with Saudi Arabia."
joaqun-guzmn-widely-regarded-as-the-worlds-mos,"Joaquín Guzmán, widely regarded as the world's most",2016,cultural,medium,"Joaquín Guzmán, widely regarded as the world's most powerful drug trafficker, is recaptured following his escape from a maximum security prison in Mexico."
the-kenyan-army-suffers-its-worst-defeat-ever-in-a,The Kenyan Army suffers its worst defeat ever in a battle,2016,conflict,medium,"The Kenyan Army suffers its worst defeat ever in a battle with Al-Shabaab Islamic insurgents in El-Adde, Somalia. An estimated 150 Kenyan soldiers are killed in the battle."
thirty-three-out-of-126-freed-hostages-are-injured,Thirty-three out of 126 freed hostages are injured and 23,2016,conflict,medium,"Thirty-three out of 126 freed hostages are injured and 23 killed in terrorist attacks in Ouagadougou, Burkina Faso on a hotel and a nearby restaurant."
president-barack-obama-announces-the-joint-compreh,President Barack Obama announces the Joint Comprehensive,2016,diplomatic,medium,President Barack Obama announces the Joint Comprehensive Plan of Action.
an-earthquake-of-magnitude-66-strikes-southern-ta,"An earthquake of magnitude 6.6 strikes southern Taiwan,",2016,disasters,medium,"An earthquake of magnitude 6.6 strikes southern Taiwan, killing 117 people."
north-korea-launches-kwangmyngsng-4-into-outer-s,North Korea launches Kwangmyŏngsŏng-4 into outer space,2016,exploration,medium,North Korea launches Kwangmyŏngsŏng-4 into outer space violating multiple UN treaties and prompting condemnation from around the world.
two-passenger-trains-collide-in-the-german-town-of,Two passenger trains collide in the German town of Bad,2016,cultural,medium,Two passenger trains collide in the German town of Bad Aibling in the state of Bavaria. Twelve people die and 85 others are injured.
over-400-cities-across-america-and-160-countries,Over 400 cities across America and 160+ countries worldwide,2017,diplomatic,medium,"Over 400 cities across America and 160+ countries worldwide participate in a large-scale women's march, on Donald Trump's first full day as President of the United States."
a-naming-ceremony-for-the-chemical-element-tenness,A naming ceremony for the chemical element tennessine takes,2017,cultural,medium,A naming ceremony for the chemical element tennessine takes place in the United States.
quebec-city-mosque-shooting-alexandre-bissonnette,Quebec City mosque shooting: Alexandre Bissonnette opens,2017,disasters,medium,"Quebec City mosque shooting: Alexandre Bissonnette opens fire at mosque in Sainte-Foy, Quebec, killing six and wounding 19 others in a spree shooting."
north-korea-test-fires-a-ballistic-missile-across,North Korea test fires a ballistic missile across the Sea,2017,disasters,medium,North Korea test fires a ballistic missile across the Sea of Japan.
kim-jong-nam-brother-of-north-korean-dictator-kim,"Kim Jong-nam, brother of North Korean dictator Kim Jong-Un,",2017,cultural,medium,"Kim Jong-nam, brother of North Korean dictator Kim Jong-Un, is assassinated at Kuala Lumpur International Airport."
the-turkish-backed-free-syrian-army-captures-al-ba,The Turkish-backed Free Syrian Army captures Al-Bab from,2017,conflict,medium,The Turkish-backed Free Syrian Army captures Al-Bab from ISIL.
the-elements-moscovium-tennessine-and-oganesson,"The elements Moscovium, Tennessine, and Oganesson are",2017,diplomatic,medium,"The elements Moscovium, Tennessine, and Oganesson are officially added to the periodic table at a conference in Moscow, Russia."
for-the-first-time-in-history-all-five-major-storm,For the first time in history all five major storm surge,2018,exploration,medium,For the first time in history all five major storm surge gates in the Netherlands are closed simultaneously in the wake of a storm.
hennenman-kroonstad-train-crash-a-passenger-train,Hennenman-Kroonstad train crash: A passenger train operated,2018,disasters,medium,"Hennenman-Kroonstad train crash: A passenger train operated by Shosholoza Meyl collides with a truck on a level crossing at Geneva Station between Hennenman and Kroonstad, Free State, South Africa. Twenty people are killed and 260 injured."
a-false-emergency-alert-warning-of-an-impending-mi,A false emergency alert warning of an impending missile,2018,conflict,medium,A false emergency alert warning of an impending missile strike in Hawaii causes widespread panic in the state.
british-multinational-construction-and-facilities,British multinational construction and facilities,2018,infrastructure,medium,"British multinational construction and facilities management services company Carillion went into liquidation – officially, ""the largest ever trading liquidation in the UK"""
myanmar-police-open-fire-on-a-group-of-ethnic-rakh,Myanmar police open fire on a group of ethnic Rakhine,2018,disasters,medium,"Myanmar police open fire on a group of ethnic Rakhine protesters, killing seven and wounding twelve."
a-bus-catches-fire-on-the-samara-shymkent-road-in,A bus catches fire on the Samara-Shymkent road in Yrgyz,2018,disasters,medium,"A bus catches fire on the Samara-Shymkent road in Yrgyz District, Aktobe, Kazakhstan. The fire kills 52 passengers, with three passengers and two drivers escaping."
a-group-of-four-or-five-gunmen-attack-the-inter-co,A group of four or five gunmen attack The Inter-Continental,2018,conflict,medium,"A group of four or five gunmen attack The Inter-Continental Hotel in Kabul, Afghanistan, sparking a 12-hour battle. The attack kills 40 people and injures many others."
syrian-civil-war-the-government-of-turkey-announc,Syrian civil war: The Government of Turkey announces the,2018,conflict,easy,Syrian civil war: The Government of Turkey announces the initiation of the Afrin offensive and begins shelling Syrian Democratic Forces (SDF) positions in Afrin Region.
rocket-labs-electron-becomes-the-first-rocket-to,Rocket Lab's Electron becomes the first rocket to reach,2018,exploration,medium,Rocket Lab's Electron becomes the first rocket to reach orbit using an electric pump-fed engine and deploys three CubeSats.
a-79-mw-earthquake-occurs-in-the-gulf-of-alaska,A 7.9 Mw  earthquake occurs in the Gulf of Alaska. It is,2018,disasters,medium,"A 7.9 Mw  earthquake occurs in the Gulf of Alaska. It is tied as the sixth-largest earthquake ever recorded in the United States, but there are no reports of significant damage or fatalities."
change-4-makes-the-first-soft-landing-on-the-far,Chang'e 4 makes the first soft landing on the far side of,2019,exploration,medium,"Chang'e 4 makes the first soft landing on the far side of the Moon, deploying the Yutu-2 lunar rover."
forty-people-are-killed-in-a-gold-mine-collapse-in,Forty people are killed in a gold mine collapse in,2019,disasters,medium,"Forty people are killed in a gold mine collapse in Badakhshan province, in northern Afghanistan."
muhammad-v-of-kelantan-resigns-as-the-yang-di-pert,Muhammad V of Kelantan resigns as the Yang di-Pertuan Agong,2019,exploration,medium,"Muhammad V of Kelantan resigns as the Yang di-Pertuan Agong of Malaysia, becoming the first monarch to do so."
a-13-year-old-american-girl-jayme-closs-is-found,"A 13-year-old American girl, Jayme Closs, is found alive in",2019,cultural,medium,"A 13-year-old American girl, Jayme Closs, is found alive in Gordon, Wisconsin, having been kidnapped 88 days earlier from her parents' home whilst they were murdered."
a-saha-airlines-boeing-707-crashes-at-fath-air-bas,A Saha Airlines Boeing 707 crashes at Fath Air Base near,2019,disasters,medium,"A Saha Airlines Boeing 707 crashes at Fath Air Base near Karaj in Alborz Province, Iran, killing 15 people."
somali-militants-attack-the-dusitd2-hotel-in-nairo,"Somali militants attack the DusitD2 hotel in Nairobi, Kenya",2019,conflict,medium,"Somali militants attack the DusitD2 hotel in Nairobi, Kenya killing at least 21 people and injuring 19."
theresa-mays-uk-government-suffers-the-biggest-go,Theresa May's UK government suffers the biggest government,2019,diplomatic,medium,"Theresa May's UK government suffers the biggest government defeat in modern times, when 432 MPs voting against the proposed European Union withdrawal agreement, giving her opponents a majority of 230."
an-oil-pipeline-explosion-near-tlahuelilpan-hidal,"An oil pipeline explosion near Tlahuelilpan, Hidalgo,",2019,disasters,medium,"An oil pipeline explosion near Tlahuelilpan, Hidalgo, Mexico, kills 137 people."
a-mining-companys-dam-collapses-in-brumadinho-br,"A mining company's dam collapses in Brumadinho, Brazil, a",2019,infrastructure,medium,"A mining company's dam collapses in Brumadinho, Brazil, a south-eastern city, killing at least seven people and leaving 200 missing."
iranian-general-qasem-soleimani-is-killed-by-an-am,Iranian General Qasem Soleimani is killed by an American,2020,disasters,medium,"Iranian General Qasem Soleimani is killed by an American airstrike near Baghdad International Airport, igniting global concerns of a potential armed conflict."
the-64mw-2019-20-puerto-rico-earthquakes-kill-fo,The 6.4Mw  2019-20 Puerto Rico earthquakes kill four and,2020,disasters,medium,The 6.4Mw  2019-20 Puerto Rico earthquakes kill four and injure nine in southern Puerto Rico.
ukraine-international-airlines-flight-752-crashes,Ukraine International Airlines Flight 752 crashes,2020,disasters,medium,Ukraine International Airlines Flight 752 crashes immediately after takeoff at Tehran Imam Khomeini International Airport; all 176 on board are killed. The plane was shot down by an Iranian anti-aircraft missile.
covid-19-pandemic-in-hubei-municipal-health-offic,COVID-19 pandemic in Hubei: Municipal health officials in,2020,disasters,medium,COVID-19 pandemic in Hubei: Municipal health officials in Wuhan announce the first recorded death from COVID-19.
taal-volcano-in-the-philippines-erupts-and-kills,"Taal Volcano in the Philippines erupts, and kills 39 people.",2020,disasters,medium,"Taal Volcano in the Philippines erupts, and kills 39 people."
the-thai-ministry-of-public-health-confirms-the-fi,The Thai Ministry of Public Health confirms the first case,2020,exploration,medium,The Thai Ministry of Public Health confirms the first case of COVID-19 outside China.
the-first-impeachment-of-donald-trump-formally-mov,The first impeachment of Donald Trump formally moves into,2020,exploration,medium,The first impeachment of Donald Trump formally moves into its trial phase in the United States Senate.
the-united-states-senate-ratifies-the-united-state,The United States Senate ratifies the United,2020,diplomatic,medium,The United States Senate ratifies the United States-Mexico-Canada Agreement as a replacement for NAFTA.
supporters-of-us-president-donald-trump-attack-t,Supporters of U.S. President Donald Trump attack the United,2021,diplomatic,medium,"Supporters of U.S. President Donald Trump attack the United States Capitol to disrupt certification of the 2020 presidential election, resulting in five deaths and evacuation of the US Congress."
twenty-three-people-are-killed-in-what-is-describe,Twenty-three people are killed in what is described as a,2021,disasters,medium,"Twenty-three people are killed in what is described as a police ″massacre″ in La Vega, Caracas, Venezuela."
sriwijaya-air-flight-182-crashes-north-of-jakarta,"Sriwijaya Air Flight 182 crashes north of Jakarta,",2021,disasters,medium,"Sriwijaya Air Flight 182 crashes north of Jakarta, Indonesia, killing all 62 people on board."
a-62-magnitude-earthquake-hit-indonesias-sulawes,A 6.2-magnitude earthquake hit Indonesia's Sulawesi island,2021,diplomatic,medium,A 6.2-magnitude earthquake hit Indonesia's Sulawesi island killing at least 67 and injuring hundreds.
joe-biden-is-inaugurated-as-the-46th-president-of,Joe Biden is inaugurated as the 46th President of the,2021,diplomatic,medium,"Joe Biden is inaugurated as the 46th President of the United States of America.  At 78, he becomes the oldest person ever inaugurated.  Kamala Harris becomes the first female Vice President of the United States."
protesters-and-farmers-storm-the-red-fort-near-del,"Protesters and farmers storm the Red Fort near Delhi,",2021,disasters,medium,"Protesters and farmers storm the Red Fort near Delhi, clashing with police. One protester is killed and more than 80 police officers are injured."
a-nitrogen-leak-at-a-poultry-food-processing-facil,A nitrogen leak at a poultry food processing facility in,2021,cultural,medium,"A nitrogen leak at a poultry food processing facility in Gainesville, Georgia kills six and injures at least ten."
a-coup-dtat-in-myanmar-removes-aung-san-suu-kyi,A coup d'état in Myanmar removes Aung San Suu Kyi from,2021,conflict,medium,A coup d'état in Myanmar removes Aung San Suu Kyi from power and restores military rule.
police-riot-in-mexico-city-as-they-try-to-break-up,Police riot in Mexico City as they try to break up a,2021,cultural,medium,Police riot in Mexico City as they try to break up a demonstration by cyclists who were protesting after a bus ran over a bicyclist. Eleven police officers are arrested.
the-hunga-tonga-hunga-haapai-volcano-erupts-cutt,"The Hunga Tonga-Hunga Haʻapai volcano erupts, cutting off",2022,disasters,medium,"The Hunga Tonga-Hunga Haʻapai volcano erupts, cutting off communications with Tonga and causing a tsunami across the Pacific."
sue-gray-a-senior-civil-servant-in-the-united-kin,"Sue Gray, a senior civil servant in the United Kingdom,",2022,diplomatic,medium,"Sue Gray, a senior civil servant in the United Kingdom, publishes an initial version of her report on the Downing Street Partygate controversy."
in-the-russo-ukrainian-crisis-russian-president-v,In the  Russo-Ukrainian crisis Russian President Vladimir,2022,diplomatic,medium,"In the  Russo-Ukrainian crisis Russian President Vladimir Putin declares the Luhansk People's Republic and Donetsk People's Republic as independent from Ukraine, and moves troops into the region. The action is condemned by the United Nations."
a-74-magnitude-earthquake-occurs-off-the-coast-o,A  7.4-magnitude earthquake occurs off the coast of,2022,disasters,medium,"A  7.4-magnitude earthquake occurs off the coast of Fukushima, Japan, killing 4 people and injuring 225."
during-the-94th-academy-awards-actor-will-smith-s,"During the 94th Academy Awards, actor Will Smith slaps",2022,diplomatic,medium,"During the 94th Academy Awards, actor Will Smith slaps comedian Chris Rock in the face after the latter made a joke about his wife, sparking outrage."
ketanji-brown-jackson-is-confirmed-for-the-supreme,Ketanji Brown Jackson is confirmed for the Supreme Court of,2022,exploration,medium,"Ketanji Brown Jackson is confirmed for the Supreme Court of the United States, becoming the first black female justice. "
vietnam-war-the-viet-cong-wins-its-first-major-vi,"Vietnam War: The Viet Cong wins its first major victory, at",1963,conflict,medium,"Vietnam War: The Viet Cong wins its first major victory, at the Battle of Ap Bac."
american-general-george-washington-defeats-british,American General George Washington defeats British General,1777,conflict,medium,American General George Washington defeats British General Lord Cornwallis at the Battle of Princeton.
in-the-battle-of-bapaume-an-engagement-in-the-fra,"In the Battle of Bapaume, an engagement in the",1871,conflict,medium,"In the Battle of Bapaume, an engagement in the Franco-Prussian War, General Louis Faidherbe's forces bring about a Prussian retreat."
a-gun-battle-in-the-east-end-of-london-leaves-two,A gun battle in the East End of London leaves two dead. It,1911,conflict,medium,A gun battle in the East End of London leaves two dead. It sparked a political row over the involvement of then-Home Secretary Winston Churchill.
julius-caesar-fights-titus-labienus-in-the-battle,Julius Caesar fights Titus Labienus in the Battle of,-46,conflict,medium,Julius Caesar fights Titus Labienus in the Battle of Ruspina.
battle-of-reading-thelred-of-wessex-and-his-brot,Battle of Reading: Æthelred of Wessex and his brother,871,conflict,medium,Battle of Reading: Æthelred of Wessex and his brother Alfred are defeated by a Danish invasion army.
battle-of-nancy-charles-the-bold-is-defeated-and,Battle of Nancy: Charles the Bold is defeated and killed in,1477,conflict,medium,"Battle of Nancy: Charles the Bold is defeated and killed in a conflict with René II, Duke of Lorraine;  Burgundy subsequently becomes part of France."
battle-of-colmar-the-french-army-beats-brandenbur,Battle of Colmar: The French army beats Brandenburg.,1675,conflict,medium,Battle of Colmar: The French army beats Brandenburg.
michael-viii-palaiologos-is-proclaimed-co-emperor,Michael VIII Palaiologos is proclaimed co-emperor of the,1259,conflict,medium,Michael VIII Palaiologos is proclaimed co-emperor of the Empire of Nicaea with his ward John IV Laskaris.
american-revolutionary-war-norfolk-virginia-is-b,"American Revolutionary War: Norfolk, Virginia is burned by",1776,conflict,medium,"American Revolutionary War: Norfolk, Virginia is burned by combined Royal Navy and Continental Army action."
american-revolutionary-war-one-thousand-five-hund,American Revolutionary War: One thousand five hundred,1781,conflict,medium,"American Revolutionary War: One thousand five hundred soldiers of the 6th Pennsylvania Regiment under General Anthony Wayne's command rebel against the Continental Army's winter camp in Morristown, New Jersey in the Pennsylvania Line Mutiny of 1781."
new-mexican-oil-legislation-goes-into-effect-lead,"New Mexican oil legislation goes into effect, leading to",1927,conflict,medium,"New Mexican oil legislation goes into effect, leading to the formal outbreak of the Cristero War."
world-war-ii-the-german-luftwaffe-launches-operat,World War II: The German Luftwaffe launches Operation,1945,conflict,easy,"World War II: The German Luftwaffe launches Operation Bodenplatte, a massive, but failed, attempt to knock out Allied air power in northern Europe in a single blow."
cold-war-the-american-and-british-occupation-zone,Cold War: The American and British occupation zones in,1947,conflict,easy,"Cold War: The American and British occupation zones in Allied-occupied Germany, after World War II, merge to form the Bizone, which later (with the French zone) became part of West Germany."
united-nations-cease-fire-takes-effect-in-kashmir,United Nations cease-fire takes effect in Kashmir from one,1949,conflict,medium,United Nations cease-fire takes effect in Kashmir from one minute before midnight. War between India and Pakistan stops accordingly.
big-bottom-massacre-in-the-ohio-country-north-ame,"Big Bottom massacre in the Ohio Country, North America,",1791,conflict,medium,"Big Bottom massacre in the Ohio Country, North America, marking the beginning of the Northwest Indian War."
combined-british-portuguese-and-colonial-brazilia,"Combined British, Portuguese and colonial Brazilian forces",1809,conflict,easy,"Combined British, Portuguese and colonial Brazilian forces begin the Invasion of Cayenne during the Napoleonic Wars."
thelred-i-and-alfred-the-great-lead-a-west-saxon,Æthelred I and Alfred the Great lead a West Saxon army to,871,conflict,medium,Æthelred I and Alfred the Great lead a West Saxon army to repel an invasion by Danelaw Vikings.
representatives-from-the-united-states-and-iraq-me,Representatives from the United States and Iraq meet at the,1991,diplomatic,medium,Representatives from the United States and Iraq meet at the Geneva Peace Conference to try to find a peaceful resolution to the Iraqi invasion of Kuwait.
student-jan-palach-dies-after-setting-himself-on-f,Student Jan Palach dies after setting himself on fire three,1969,conflict,medium,Student Jan Palach dies after setting himself on fire three days earlier in Prague's Wenceslas Square to protest about the invasion of Czechoslovakia by the Soviet Union in 1968. His funeral turns into another major protest.
the-portuguese-royal-family-arrives-in-brazil-afte,The Portuguese royal family arrives in Brazil after fleeing,1808,conflict,medium,The Portuguese royal family arrives in Brazil after fleeing the French army's invasion of Portugal two months earlier.
world-war-ii-the-battle-of-rabaul-commences-japan,World War II: The Battle of Rabaul commences Japan's,1942,conflict,easy,World War II: The Battle of Rabaul commences Japan's invasion of Australia's Territory of New Guinea.
start-of-the-first-fatimid-invasion-of-egypt,Start of the First Fatimid invasion of Egypt.,914,conflict,medium,Start of the First Fatimid invasion of Egypt.
cuban-revolution-fulgencio-batista-dictator-of-c,"Cuban Revolution: Fulgencio Batista, dictator of Cuba, is",1959,conflict,medium,"Cuban Revolution: Fulgencio Batista, dictator of Cuba, is overthrown by Fidel Castro's forces."
cultural-revolution-the-shanghai-peoples-commune,Cultural Revolution: The Shanghai People's Commune is,1967,conflict,medium,Cultural Revolution: The Shanghai People's Commune is established following the seizure of power from local city officials by revolutionaries.
american-revolution-thomas-paine-publishes-his-pa,American Revolution: Thomas Paine publishes his pamphlet,1776,conflict,medium,American Revolution: Thomas Paine publishes his pamphlet Common Sense.
nicolas-jean-hugon-de-bassville-representative-of,"Nicolas Jean Hugon de Bassville, representative of",1793,conflict,medium,"Nicolas Jean Hugon de Bassville, representative of Revolutionary France, is lynched by a mob in Rome."
in-moscow-russia-george-h-w-bush-and-boris-yel,"In Moscow, Russia, George H. W. Bush and Boris Yeltsin sign",1993,diplomatic,medium,"In Moscow, Russia, George H. W. Bush and Boris Yeltsin sign the second Strategic Arms Reduction Treaty (START)."
a-peace-treaty-is-signed-between-peshwa-bajirao-an,A peace treaty is signed between Peshwa Bajirao and Jai,1738,diplomatic,medium,A peace treaty is signed between Peshwa Bajirao and Jai Singh II following Maratha victory in the Battle of Bhopal.
treaty-of-jassy-between-russian-and-ottoman-empire,Treaty of Jassy between Russian and Ottoman Empire is,1792,diplomatic,medium,"Treaty of Jassy between Russian and Ottoman Empire is signed, ending the Russo-Turkish War of 1787-92."
the-republic-of-china-agrees-to-the-sino-british-n,The Republic of China agrees to the Sino-British New Equal,1943,diplomatic,medium,The Republic of China agrees to the Sino-British New Equal Treaty and the Sino-American New Equal Treaty.
the-treaty-of-cahuenga-ends-the-mexican-american-w,The Treaty of Cahuenga ends the Mexican-American War in,1847,conflict,medium,The Treaty of Cahuenga ends the Mexican-American War in California.
american-revolutionary-war-ratification-day-unit,"American Revolutionary War: Ratification Day, United States",1784,conflict,medium,"American Revolutionary War: Ratification Day, United States - Congress ratifies the Treaty of Paris with Great Britain."
a-protest-by-agricultural-workers-in-baixa-de-cass,"A protest by agricultural workers in Baixa de Cassanje,",1961,conflict,medium,"A protest by agricultural workers in Baixa de Cassanje, Portuguese Angola, turns into a revolt, opening the Angolan War of Independence, the first of the Portuguese Colonial Wars."
the-portuguese-prince-pedro-i-of-brazil-decides-to,The Portuguese prince Pedro I of Brazil decides to stay in,1822,diplomatic,medium,"The Portuguese prince Pedro I of Brazil decides to stay in Brazil against the orders of the Portuguese King João VI, beginning the Brazilian independence process."
soviet-union-troops-attack-lithuanian-independence,Soviet Union troops attack Lithuanian independence,1991,conflict,medium,"Soviet Union troops attack Lithuanian independence supporters in Vilnius, killing 14 people and wounding around 1,000 others."
american-revolutionary-war-new-connecticut-prese,American Revolutionary War: New Connecticut (present-day,1777,conflict,medium,American Revolutionary War: New Connecticut (present-day Vermont) declares its independence.
the-greek-constitution-of-1822-is-adopted-by-the-f,The Greek Constitution of 1822 is adopted by the First,1822,diplomatic,medium,The Greek Constitution of 1822 is adopted by the First National Assembly at Epidaurus.
georgia-becomes-the-fourth-state-to-ratify-the-uni,Georgia becomes the fourth state to ratify the United,1788,diplomatic,medium,Georgia becomes the fourth state to ratify the United States Constitution.
king-alexander-of-the-serbs-croats-and-slovenes-s,"King Alexander of the Serbs, Croats and Slovenes suspends",1929,diplomatic,medium,"King Alexander of the Serbs, Croats and Slovenes suspends his country's constitution (the January 6th Dictatorship)."
us-marines-land-in-honolulu-hawaii-from-the-uss,"U.S. Marines land in Honolulu, Hawaii from the USS Boston",1893,diplomatic,medium,"U.S. Marines land in Honolulu, Hawaii from the USS Boston to prevent the queen from abrogating the Bayonet Constitution."
the-fundamental-orders-the-first-written-consti,"The ""Fundamental Orders"", the first written constitution",1639,diplomatic,medium,"The ""Fundamental Orders"", the first written constitution that created a government, is adopted in Connecticut."
wilhelm-i-of-germany-is-proclaimed-kaiser-wilhelm,Wilhelm I of Germany is proclaimed Kaiser Wilhelm in the,1871,diplomatic,medium,"Wilhelm I of Germany is proclaimed Kaiser Wilhelm in the Hall of Mirrors of the Palace of Versailles (France) towards the end of the Franco-Prussian War. Wilhelm already had the title of German Emperor since the constitution of 1 January 1871, but he had hesitated to accept the title."
a-magnitude-77-earthquake-destroys-the-city-of-al,A magnitude 7.7 earthquake destroys the city of Almaty in,1911,disasters,medium,A magnitude 7.7 earthquake destroys the city of Almaty in Russian Turkestan.
