friendly_name,wikipedia_url,wikipedia_views,category,year,difficulty
Enron Scandal,https://en.wikipedia.org/wiki/Enron_scandal,596268,diplomatic,2001,medium
First Television Demonstration,https://en.wikipedia.org/wiki/Television,596899,exploration,1926,medium
Nazi-Soviet Pact,https://en.wikipedia.org/wiki/Molotov–Ribbentrop_Pact,597983,diplomatic,1939,medium
Malcolm X Assassinated,https://en.wikipedia.org/wiki/Assassination_of_Malcolm_X,600114,conflict,1965,medium
Battle of Kursk,https://en.wikipedia.org/wiki/Battle_of_Kursk,601837,conflict,1943,medium
Irish Easter Rising,https://en.wikipedia.org/wiki/Easter_Rising,605072,conflict,1916,medium
Tokyo Subway Sarin Attack,https://en.wikipedia.org/wiki/Tokyo_subway_sarin_attack,606913,disasters,1995,medium
London Underground Opens,https://en.wikipedia.org/wiki/London_Underground,613573,infrastructure,1863,medium
Saladin Recaptures Jerusalem,https://en.wikipedia.org/wiki/Kingdom_of_Jerusalem,615091,conflict,1187,medium
Peloponnesian War Begins,https://en.wikipedia.org/wiki/Peloponnesian_War,618373,conflict,-431,medium
Domestication of Sheep and Goats,https://en.wikipedia.org/wiki/Goat,621411,exploration,-8000,medium
Battle of Verdun,https://en.wikipedia.org/wiki/Battle_of_Verdun,622198,conflict,1916,medium
Alaska Purchase,https://en.wikipedia.org/wiki/Alaska_Purchase,623548,diplomatic,1867,medium
Catch-22 Published,https://en.wikipedia.org/wiki/Catch-22,625881,cultural,1961,medium
Penicillin Mass Produced,https://en.wikipedia.org/wiki/Penicillin,627568,exploration,1942,medium
Great Leap Forward,https://en.wikipedia.org/wiki/Great_Leap_Forward,628793,conflict,1958,medium
West Side Story Opens,https://en.wikipedia.org/wiki/West_Side_Story,630256,cultural,1957,medium
Concorde Crash,https://en.wikipedia.org/wiki/Air_France_Flight_4590,631568,disasters,2000,medium
Great Schism,https://en.wikipedia.org/wiki/East–West_Schism,632892,cultural,1054,medium
Higgs Boson Discovered,https://en.wikipedia.org/wiki/Higgs_boson,634193,exploration,2012,medium
Norway Attacks,https://en.wikipedia.org/wiki/2011_Norway_attacks,638158,conflict,2011,medium
Murder of Thomas Becket,https://en.wikipedia.org/wiki/Thomas_Becket,638546,cultural,1170,medium
Domestication of Pigs,https://en.wikipedia.org/wiki/Pig,639804,exploration,-7000,medium
Tet Offensive,https://en.wikipedia.org/wiki/Tet_Offensive,641637,conflict,1968,medium
Dunkirk Evacuation,https://en.wikipedia.org/wiki/Dunkirk_evacuation,643955,conflict,1940,medium
Good Friday Agreement,https://en.wikipedia.org/wiki/Good_Friday_Agreement,645142,diplomatic,1998,medium
Boston Molasses Flood,https://en.wikipedia.org/wiki/Great_Molasses_Flood,647427,disasters,1919,medium
Glorious Revolution,https://en.wikipedia.org/wiki/Glorious_Revolution,651777,conflict,1688,medium
Final Solution Begins,https://en.wikipedia.org/wiki/Final_Solution,651955,diplomatic,1941,medium
Jazz Age Begins,https://en.wikipedia.org/wiki/Jazz,652300,cultural,1920,medium
OPEC Founded,https://en.wikipedia.org/wiki/OPEC,654287,diplomatic,1960,medium
Munich Beer Hall Putsch,https://en.wikipedia.org/wiki/Beer_Hall_Putsch,662900,diplomatic,1923,medium
Han Dynasty Established,https://en.wikipedia.org/wiki/Han_Chinese,664074,diplomatic,-206,medium
Iron Smelting Developed,https://en.wikipedia.org/wiki/Iron_Age,666073,exploration,-1200,medium
Reichstag Fire,https://en.wikipedia.org/wiki/Reichstag_fire,666240,conflict,1933,medium
Warsaw Pact Founded,https://en.wikipedia.org/wiki/Warsaw_Pact,669869,diplomatic,1955,medium
Oil Discovered in Saudi Arabia,https://en.wikipedia.org/wiki/Saudi_Aramco,671379,infrastructure,1938,medium
Taipei 101 Completed,https://en.wikipedia.org/wiki/Taipei_101,674072,infrastructure,2004,medium
October Revolution,https://en.wikipedia.org/wiki/October_Revolution,676843,conflict,1917,medium
Iran Hostage Crisis,https://en.wikipedia.org/wiki/Iran_hostage_crisis,676937,conflict,1979,medium
CIA Coup in Iran,https://en.wikipedia.org/wiki/1953_Iranian_coup_d'état,677053,conflict,1953,medium
Hieroglyphics Decoded,https://en.wikipedia.org/wiki/Egyptian_hieroglyphs,679367,exploration,1822,medium
Nevermind Album Released,https://en.wikipedia.org/wiki/Nevermind,681952,cultural,1991,medium
Halifax Explosion,https://en.wikipedia.org/wiki/Halifax_Explosion,685573,disasters,1917,medium
Battle of Britain,https://en.wikipedia.org/wiki/Battle_of_Britain,686161,conflict,1940,medium
Mayflower Lands at Plymouth,https://en.wikipedia.org/wiki/Mayflower,688859,exploration,1620,medium
North Pole Reached,https://en.wikipedia.org/wiki/North_Pole,695885,exploration,1909,medium
Battle of Antietam,https://en.wikipedia.org/wiki/Battle_of_Antietam,701767,conflict,1862,medium
Blitz Begins,https://en.wikipedia.org/wiki/The_Blitz,708836,diplomatic,1940,medium
First Nazi Concentration Camps,https://en.wikipedia.org/wiki/Nazi_concentration_camps,709463,diplomatic,1933,medium
Forbidden City Completed,https://en.wikipedia.org/wiki/Forbidden_City,710042,infrastructure,1420,medium
Anschluss,https://en.wikipedia.org/wiki/Anschluss,711538,conflict,1938,medium
Fall of France,https://en.wikipedia.org/wiki/Battle_of_France,711949,conflict,1940,medium
Bloody Sunday (Ireland),https://en.wikipedia.org/wiki/Bloody_Sunday_(1972),715397,diplomatic,1972,medium
Napoleon Invades Russia,https://en.wikipedia.org/wiki/First_French_Empire,715473,conflict,1812,medium
Meiji Restoration,https://en.wikipedia.org/wiki/Meiji_Restoration,724539,diplomatic,1868,medium
Srebrenica Massacre,https://en.wikipedia.org/wiki/Srebrenica_massacre,727733,conflict,1995,medium
Trail of Tears,https://en.wikipedia.org/wiki/Trail_of_Tears,743604,conflict,1838,medium
First Hydrogen Bomb Test,https://en.wikipedia.org/wiki/Thermonuclear_weapon,745646,exploration,1952,medium
Alcatraz Becomes Federal Prison,https://en.wikipedia.org/wiki/Alcatraz_Federal_Penitentiary,752843,cultural,1934,medium
Fall of Berlin,https://en.wikipedia.org/wiki/Battle_of_Berlin,763590,conflict,1945,medium
Battle of Vienna,https://en.wikipedia.org/wiki/Battle_of_Vienna,767391,conflict,1683,medium
Three Gorges Dam Completed,https://en.wikipedia.org/wiki/Three_Gorges_Dam,773432,infrastructure,2006,medium
King James Bible Published,https://en.wikipedia.org/wiki/King_James_Version,777410,cultural,1611,medium
Homo Erectus Emerges,https://en.wikipedia.org/wiki/Homo,777906,exploration,-1800000,medium
Belt and Road Initiative Launched,https://en.wikipedia.org/wiki/Belt_and_Road_Initiative,787956,diplomatic,2013,medium
Beirut Port Explosion,https://en.wikipedia.org/wiki/2020_Beirut_explosion,788650,disasters,2020,medium
Shinkansen Opens,https://en.wikipedia.org/wiki/Shinkansen,791774,infrastructure,1964,medium
Battle of Trafalgar,https://en.wikipedia.org/wiki/Battle_of_Trafalgar,793915,conflict,1805,medium
Russo-Japanese War,https://en.wikipedia.org/wiki/Russo-Japanese_War,807567,conflict,1904,medium
Church of England Established,https://en.wikipedia.org/wiki/Church_of_England,807918,diplomatic,1534,medium
Roe v. Wade Decision,https://en.wikipedia.org/wiki/Roe_v._Wade,808085,cultural,1973,medium
English Civil War Begins,https://en.wikipedia.org/wiki/English_Civil_War,813883,conflict,1642,medium
Korean Peninsula Divided,https://en.wikipedia.org/wiki/Korea,817186,diplomatic,1948,medium
Death of Shakespeare,https://en.wikipedia.org/wiki/Hamnet_Shakespeare,818761,cultural,1616,medium
Battle of Gallipoli Ends,https://en.wikipedia.org/wiki/Gallipoli_campaign,821238,conflict,1916,medium
Bronze Metallurgy Developed,https://en.wikipedia.org/wiki/Bronze_Age,828417,exploration,-3300,medium
McCarthyism Begins,https://en.wikipedia.org/wiki/McCarthyism,844222,cultural,1950,medium
Suez Crisis,https://en.wikipedia.org/wiki/Suez_Crisis,844305,conflict,1956,medium
European Union Created,https://en.wikipedia.org/wiki/Member_state_of_the_European_Union,844766,diplomatic,1993,medium
Dante Writes Divine Comedy,https://en.wikipedia.org/wiki/Divine_Comedy,850533,cultural,1320,medium
Virginia Tech Shooting,https://en.wikipedia.org/wiki/Virginia_Tech_shooting,859441,diplomatic,2007,medium
Dias Rounds Cape of Good Hope,https://en.wikipedia.org/wiki/Cape_Town,861859,exploration,1488,medium
Michelangelo Sculpts David,https://en.wikipedia.org/wiki/David_(Michelangelo),863873,cultural,1504,medium
Wounded Knee Massacre,https://en.wikipedia.org/wiki/Wounded_Knee_Massacre,863893,conflict,1890,medium
Pulse Nightclub Shooting,https://en.wikipedia.org/wiki/Pulse_nightclub_shooting,865766,diplomatic,2016,medium
WHO Founded,https://en.wikipedia.org/wiki/World_Health_Organization,867265,diplomatic,1948,medium
Kristallnacht,https://en.wikipedia.org/wiki/Kristallnacht,869677,conflict,1938,medium
First Arab-Israeli War,https://en.wikipedia.org/wiki/1948_Arab–Israeli_War,877614,conflict,1948,medium
Robert Kennedy Assassinated,https://en.wikipedia.org/wiki/Assassination_of_Robert_F._Kennedy,879245,conflict,1968,medium
Guernica Painted,https://en.wikipedia.org/wiki/Guernica_(Picasso),879837,cultural,1937,medium
Stonewall Riots,https://en.wikipedia.org/wiki/Stonewall_riots,882495,cultural,1969,medium
Arab Spring Begins,https://en.wikipedia.org/wiki/Arab_Spring,894287,conflict,2011,medium
HIV Identified,https://en.wikipedia.org/wiki/HIV/AIDS,899712,exploration,1983,medium
Hillsborough Disaster,https://en.wikipedia.org/wiki/Hillsborough_disaster,899915,disasters,1989,medium
Council of Nicaea,https://en.wikipedia.org/wiki/First_Council_of_Nicaea,903141,diplomatic,325,medium
Sistine Chapel Completed,https://en.wikipedia.org/wiki/Sistine_Chapel,910296,infrastructure,1481,medium
Uranus Discovered,https://en.wikipedia.org/wiki/Uranus,915636,exploration,1781,medium
Battle of the Somme,https://en.wikipedia.org/wiki/Battle_of_the_Somme,923994,conflict,1916,medium
Battle of Agincourt,https://en.wikipedia.org/wiki/Battle_of_Agincourt,926899,conflict,1415,medium
Library of Alexandria Founded,https://en.wikipedia.org/wiki/Library_of_Alexandria,929515,cultural,-283,medium
Yellowstone National Park,https://en.wikipedia.org/wiki/Yellowstone_National_Park,930868,diplomatic,1872,medium
IMF and World Bank Established,https://en.wikipedia.org/wiki/International_Monetary_Fund,935256,diplomatic,1944,medium
Domestication of Cattle,https://en.wikipedia.org/wiki/Cattle,947434,exploration,-8000,medium
Ulysses Published,https://en.wikipedia.org/wiki/Ulysses_(novel),950294,cultural,1922,medium
Boxer Rebellion,https://en.wikipedia.org/wiki/Boxer_Rebellion,952915,conflict,1900,medium
Three Mile Island Accident,https://en.wikipedia.org/wiki/Three_Mile_Island_accident,954942,disasters,1979,medium
Yugoslav Wars Begin,https://en.wikipedia.org/wiki/Yugoslav_Wars,956186,conflict,1991,medium
Voyager 1 Launched,https://en.wikipedia.org/wiki/Voyager_1,961645,exploration,1977,medium
Indian Rebellion,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,962398,conflict,1857,medium
Sepoy Mutiny,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,962398,conflict,1857,medium
Partition of India,https://en.wikipedia.org/wiki/Partition_of_India,963529,conflict,1947,medium
Marco Polo Reaches China,https://en.wikipedia.org/wiki/Marco_Polo,966600,cultural,1275,medium
Czechoslovakia Founded,https://en.wikipedia.org/wiki/Czechoslovakia,974717,diplomatic,1918,medium
LA Riots,https://en.wikipedia.org/wiki/1992_Los_Angeles_riots,981260,conflict,1992,medium
Pentagon Completed,https://en.wikipedia.org/wiki/The_Pentagon,985768,infrastructure,1943,medium
Spartacus Slave Revolt,https://en.wikipedia.org/wiki/Spartacus,987396,conflict,-73,medium
Battle of the Alamo,https://en.wikipedia.org/wiki/Battle_of_the_Alamo,993390,conflict,1836,medium
Balfour Declaration,https://en.wikipedia.org/wiki/Balfour_Declaration,995575,diplomatic,1917,medium
Fall of Western Roman Empire,https://en.wikipedia.org/wiki/Fall_of_the_Western_Roman_Empire,997378,conflict,476,medium
Spanish-American War,https://en.wikipedia.org/wiki/Spanish–American_War,1008338,conflict,1898,medium
Grenfell Tower Fire,https://en.wikipedia.org/wiki/Grenfell_Tower_fire,1036937,disasters,2017,medium
Death of Johann Sebastian Bach,https://en.wikipedia.org/wiki/Johann_Sebastian_Bach,1040907,cultural,1750,medium
IBM Founded,https://en.wikipedia.org/wiki/IBM,1041944,cultural,1924,medium
Fall of Constantinople,https://en.wikipedia.org/wiki/Fall_of_Constantinople,1042347,conflict,1453,medium
Hindenburg Disaster,https://en.wikipedia.org/wiki/Hindenburg_disaster,1043338,disasters,1937,medium
Mein Kampf Published,https://en.wikipedia.org/wiki/Mein_Kampf,1045965,cultural,1925,medium
Neptune Discovered,https://en.wikipedia.org/wiki/Neptune,1052694,exploration,1846,medium
Monroe Doctrine Declared,https://en.wikipedia.org/wiki/Monroe_Doctrine,1055729,diplomatic,1823,medium
Last Supper Painted,https://en.wikipedia.org/wiki/The_Last_Supper_(Leonardo),1056816,cultural,1498,medium
MTV Launches,https://en.wikipedia.org/wiki/MTV,1058621,cultural,1981,medium
Battle of Little Bighorn,https://en.wikipedia.org/wiki/Battle_of_the_Little_Bighorn,1059549,conflict,1876,medium
Bay of Pigs Invasion,https://en.wikipedia.org/wiki/Bay_of_Pigs_Invasion,1066347,conflict,1961,medium
Les Misérables Published,https://en.wikipedia.org/wiki/Les_Misérables,1071330,cultural,1862,medium
Troy Discovered,https://en.wikipedia.org/wiki/Troy,1081515,exploration,1871,medium
Kent State Shootings,https://en.wikipedia.org/wiki/Kent_State_shootings,1091124,diplomatic,1970,medium
Smallpox Eradicated,https://en.wikipedia.org/wiki/Smallpox,1103608,exploration,1980,medium
Roman Republic Established,https://en.wikipedia.org/wiki/Roman_Republic,1111894,diplomatic,-509,medium
St. Peter's Basilica Construction Begins,https://en.wikipedia.org/wiki/St._Peter's_Basilica,1119113,infrastructure,1506,medium
Battle of Midway,https://en.wikipedia.org/wiki/Battle_of_Midway,1119247,conflict,1942,medium
Cook Charts Australia,https://en.wikipedia.org/wiki/James_Cook,1135142,exploration,1770,medium
Tenerife Airport Disaster,https://en.wikipedia.org/wiki/Tenerife_airport_disaster,1146869,disasters,1977,medium
Angela Merkel Elected,https://en.wikipedia.org/wiki/Angela_Merkel,1153225,diplomatic,2005,medium
Citizen Kane Released,https://en.wikipedia.org/wiki/Citizen_Kane,1168071,cultural,1941,medium
Seven Years' War Begins,https://en.wikipedia.org/wiki/Seven_Years'_War,1170965,conflict,1756,medium
Pantheon Rebuilt,"https://en.wikipedia.org/wiki/Pantheon,_Rome",1184651,infrastructure,125,medium
Morse Code Invented,https://en.wikipedia.org/wiki/Morse_code,1186507,cultural,1838,medium
Mexican-American War Begins,https://en.wikipedia.org/wiki/Mexican–American_War,1187223,conflict,1846,medium
FIFA World Cup Korea/Japan,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup,1190783,cultural,2002,medium
Soviet-Afghan War Begins,https://en.wikipedia.org/wiki/Soviet–Afghan_War,1201797,conflict,1979,medium
Mariana Trench Explored,https://en.wikipedia.org/wiki/Mariana_Trench,1202560,exploration,1960,medium
Night of the Long Knives,https://en.wikipedia.org/wiki/Night_of_the_Long_Knives,1212713,diplomatic,1934,medium
Munich Olympics Massacre,https://en.wikipedia.org/wiki/Munich_massacre,1212822,disasters,1972,medium
Angkor Wat Completed,https://en.wikipedia.org/wiki/Angkor_Wat,1241500,infrastructure,1150,medium
Trojan War,https://en.wikipedia.org/wiki/Trojan_War,1241893,cultural,-1184,medium
Starry Night Painted,https://en.wikipedia.org/wiki/The_Starry_Night,1245904,cultural,1889,medium
Mansa Musa's Pilgrimage,https://en.wikipedia.org/wiki/Mansa_Musa,1246849,cultural,1324,medium
Live Aid Concert,https://en.wikipedia.org/wiki/Live_Aid,1256163,cultural,1985,medium
Stonehenge Construction Begins,https://en.wikipedia.org/wiki/Stonehenge,1263613,infrastructure,-3000,medium
Florence Nightingale in Crimea,https://en.wikipedia.org/wiki/Florence_Nightingale,1276671,diplomatic,1855,medium
Hagia Sophia Completed,https://en.wikipedia.org/wiki/Hagia_Sophia,1276677,infrastructure,537,medium
Operation Barbarossa,https://en.wikipedia.org/wiki/Operation_Barbarossa,1282147,conflict,1941,medium
Homer Composes the Iliad,https://en.wikipedia.org/wiki/Iliad,1286883,cultural,-750,medium
Thirty Years' War Begins,https://en.wikipedia.org/wiki/Thirty_Years'_War,1292597,conflict,1618,medium
Bhopal Disaster,https://en.wikipedia.org/wiki/Bhopal_disaster,1296386,disasters,1984,medium
Bhopal Gas Disaster,https://en.wikipedia.org/wiki/Bhopal_disaster,1296386,disasters,1984,medium
Tōhoku Earthquake and Tsunami,https://en.wikipedia.org/wiki/2011_Tōhoku_earthquake_and_tsunami,1305422,disasters,2011,medium
Yom Kippur War,https://en.wikipedia.org/wiki/Yom_Kippur_War,1311469,conflict,1973,medium
Galileo Uses Telescope,https://en.wikipedia.org/wiki/Galileo_Galilei,1314302,exploration,1609,medium
Women Gain Vote in UK,https://en.wikipedia.org/wiki/Riley_Gaines,1327959,cultural,1918,medium
First Nobel Prizes Awarded,https://en.wikipedia.org/wiki/Nobel_Prize,1329114,cultural,1901,medium
Battle of the Bulge,https://en.wikipedia.org/wiki/Battle_of_the_Bulge,1347380,conflict,1944,medium
Don Quixote Published,https://en.wikipedia.org/wiki/Don_Quixote,1350341,cultural,1605,medium
Great Chinese Famine Begins,https://en.wikipedia.org/wiki/Great_Famine_(Ireland),1351197,disasters,1959,medium
Boeing 747 Enters Service,https://en.wikipedia.org/wiki/Boeing_747,1354268,exploration,1970,medium
Ukrainian Holodomor,https://en.wikipedia.org/wiki/Holodomor,1374536,disasters,1932,medium
Death of King Tutankhamun,https://en.wikipedia.org/wiki/Tutankhamun,1378936,cultural,-1323,medium
London Bombings,https://en.wikipedia.org/wiki/7_July_2005_London_bombings,1386223,conflict,2005,medium
Crimean War Begins,https://en.wikipedia.org/wiki/Crimean_War,1390860,conflict,1853,medium
Hundred Years' War Ends,https://en.wikipedia.org/wiki/Hundred_Years'_War,1401250,conflict,1453,medium
Shakespeare Writes Hamlet,https://en.wikipedia.org/wiki/Hamlet,1402425,cultural,1600,medium
Jallianwala Bagh Massacre,https://en.wikipedia.org/wiki/Jallianwala_Bagh_massacre,1438071,conflict,1919,medium
CIA Created,https://en.wikipedia.org/wiki/Central_Intelligence_Agency,1447285,diplomatic,1947,medium
British East India Company Founded,https://en.wikipedia.org/wiki/East_India_Company,1459860,diplomatic,1600,medium
Apartheid Begins,https://en.wikipedia.org/wiki/Apartheid,1486885,cultural,1948,medium
Apartheid Ends in South Africa,https://en.wikipedia.org/wiki/Apartheid,1486885,conflict,1994,medium
Apartheid Ends,https://en.wikipedia.org/wiki/Apartheid,1486885,conflict,1994,medium
ISS Construction Begins,https://en.wikipedia.org/wiki/International_Space_Station,1548857,infrastructure,1998,medium
Machu Picchu Built,https://en.wikipedia.org/wiki/Machu_Picchu,1562851,infrastructure,1450,medium
Iranian Revolution,https://en.wikipedia.org/wiki/Iranian_Revolution,1568243,conflict,1979,medium
Falklands War,https://en.wikipedia.org/wiki/Falklands_War,1570706,conflict,1982,medium
Six-Day War,https://en.wikipedia.org/wiki/Six-Day_War,1599417,conflict,1967,medium
Persian Empire Founded,https://en.wikipedia.org/wiki/Achaemenid_Empire,1602944,diplomatic,-550,medium
British Raj Established,https://en.wikipedia.org/wiki/British_Raj,1633677,diplomatic,1858,medium
Great Gatsby Published,https://en.wikipedia.org/wiki/The_Great_Gatsby,1641692,cultural,1925,medium
Battle of Stalingrad Ends,https://en.wikipedia.org/wiki/Battle_of_Stalingrad,1649300,conflict,1943,medium
Blair Becomes PM,https://en.wikipedia.org/wiki/Tony_Blair,1662273,diplomatic,1997,medium
Waco Siege,https://en.wikipedia.org/wiki/Waco_siege,1671151,disasters,1993,medium
Lord of the Rings Published,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings,1675278,cultural,1954,medium
Dalai Lama Flees Tibet,https://en.wikipedia.org/wiki/14th_Dalai_Lama,1697346,diplomatic,1959,medium
World Wide Web Goes Public,https://en.wikipedia.org/wiki/World_Wide_Web,1772050,exploration,1991,medium
Rwandan Genocide,https://en.wikipedia.org/wiki/Rwandan_genocide,1817664,conflict,1994,medium
Bitcoin Created,https://en.wikipedia.org/wiki/Bitcoin,1927373,cultural,2009,medium
ISIS Declares Caliphate,https://en.wikipedia.org/wiki/Islamic_State,1962146,conflict,2014,medium
Nuremberg Trials Begin,https://en.wikipedia.org/wiki/Nuremberg_trials,1991245,conflict,1945,medium
Gorbachev Becomes Leader,https://en.wikipedia.org/wiki/Mikhail_Gorbachev,2021135,diplomatic,1985,medium
Black Death Peaks,https://en.wikipedia.org/wiki/Black_Death,2124175,disasters,1349,medium
France Enters American Revolution,https://en.wikipedia.org/wiki/French_Revolution,2153155,diplomatic,1778,medium
Charlemagne Crowned Emperor,https://en.wikipedia.org/wiki/Charlemagne,2153384,conflict,800,medium
King Charles I Executed,https://en.wikipedia.org/wiki/Charles_I_of_England,2188368,conflict,1649,medium
Lockerbie Bombing,https://en.wikipedia.org/wiki/Pan_Am_Flight_103,2224426,disasters,1988,medium
Pan Am Flight 103,https://en.wikipedia.org/wiki/Pan_Am_Flight_103,2224426,diplomatic,1988,medium
Jonestown Massacre,https://en.wikipedia.org/wiki/Jonestown,2226966,disasters,1978,medium
Las Vegas Shooting,https://en.wikipedia.org/wiki/2017_Las_Vegas_shooting,2227677,diplomatic,2017,medium
First Homo Sapiens,https://en.wikipedia.org/wiki/Human,2252168,exploration,-300000,medium
Oklahoma City Bombing,https://en.wikipedia.org/wiki/Oklahoma_City_bombing,2287557,conflict,1995,medium
Joan of Arc Leads French Army,https://en.wikipedia.org/wiki/Joan_of_Arc,2320798,conflict,1429,medium
Nanjing Massacre,https://en.wikipedia.org/wiki/Nanjing_Massacre,2342467,conflict,1937,medium
Rape of Nanking,https://en.wikipedia.org/wiki/Nanjing_Massacre,2342467,diplomatic,1937,medium
Syrian Civil War Begins,https://en.wikipedia.org/wiki/Syrian_civil_war,2403219,conflict,2011,medium
German Empire Proclaimed,https://en.wikipedia.org/wiki/Holy_Roman_Empire,2489870,diplomatic,1871,medium
Gulf War Begins,https://en.wikipedia.org/wiki/Gulf_War,2572972,conflict,1991,medium
Margaret Thatcher Becomes PM,https://en.wikipedia.org/wiki/Margaret_Thatcher,2597308,diplomatic,1979,medium
Sandy Hook Shooting,https://en.wikipedia.org/wiki/Sandy_Hook_Elementary_School_shooting,2657646,diplomatic,2012,medium
First Everest Summit,https://en.wikipedia.org/wiki/Mount_Everest,2770627,exploration,1953,medium
Jack the Ripper Murders,https://en.wikipedia.org/wiki/Jack_the_Ripper,2804806,conflict,1888,medium
Amazon Founded,https://en.wikipedia.org/wiki/Amazon_(company),2884918,diplomatic,1994,medium
District of Columbia Established,"https://en.wikipedia.org/wiki/Washington,_D.C.",3025127,diplomatic,1790,medium
Frankenstein Published,https://en.wikipedia.org/wiki/Frankenstein,3066196,cultural,1818,medium
Muhammad Receives First Revelation,https://en.wikipedia.org/wiki/Muhammad,3452333,cultural,610,medium
Death of Muhammad,https://en.wikipedia.org/wiki/Muhammad,3452333,diplomatic,632,medium
Republican Party Founded,https://en.wikipedia.org/wiki/Republican_Party_(United_States),3453208,cultural,1854,medium
Formation of Earth,https://en.wikipedia.org/wiki/Earth,3549561,exploration,-4500000000,medium
Alexander Reaches India,https://en.wikipedia.org/wiki/Alexander_the_Great,3606662,exploration,-326,medium
Birth of Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,3606662,cultural,-356,medium
Genghis Khan Unites Mongols,https://en.wikipedia.org/wiki/Genghis_Khan,3643535,conflict,1206,medium
The Prince Written,https://en.wikipedia.org/wiki/Prince_(musician),3844816,cultural,1513,medium
Beatles Form,https://en.wikipedia.org/wiki/The_Beatles,4030119,cultural,1960,medium
Republic of China Established,https://en.wikipedia.org/wiki/Taiwan,4117473,diplomatic,1912,medium
Henry VIII Becomes King,https://en.wikipedia.org/wiki/Henry_VIII,4482014,diplomatic,1509,medium
Birth of Napoleon,https://en.wikipedia.org/wiki/Napoleon,4644346,cultural,1769,medium
Vietnam War Ends,https://en.wikipedia.org/wiki/Vietnam_War,4798307,conflict,1975,medium
Commonwealth of Australia Founded,https://en.wikipedia.org/wiki/Australia,4806064,diplomatic,1901,medium
Death of FDR,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,5173314,conflict,1945,medium
Humans Master Fire,https://en.wikipedia.org/wiki/Avatar:_Fire_and_Ash,11342229,exploration,-400000,medium
Tiananmen Square Massacre,https://en.wikipedia.org/wiki/1989_Tiananmen_Square_protests_and_massacre,57347496,conflict,1989,medium
World War II Ends,https://en.wikipedia.org/wiki/End_of_World_War_II,2359,conflict,1945,easy
Spanish Armada Defeated,https://en.wikipedia.org/wiki/Defeat_of_the_Spanish_Armada,4637,conflict,1588,easy
Snowden Revelations,https://en.wikipedia.org/wiki/Snowden_disclosures,10174,diplomatic,2013,easy
V-E Day,https://en.wikipedia.org/wiki/V_Day,12512,conflict,1945,easy
Same-Sex Marriage Legalized in US,https://en.wikipedia.org/wiki/Same-sex_marriage_in_tribal_nations_in_the_United_States,18799,cultural,2015,easy
Nelson Mandela Released,https://en.wikipedia.org/wiki/Free_Nelson_Mandela,21319,cultural,1990,easy
Pelosi Taiwan Visit,https://en.wikipedia.org/wiki/2022_visit_by_Nancy_Pelosi_to_Taiwan,25916,diplomatic,2022,easy
Nelson Mandela Elected President,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Metropolitan_Municipality,27254,cultural,1994,easy
Greta Thunberg UN Speech,https://en.wikipedia.org/wiki/Speeches_of_Greta_Thunberg,28130,diplomatic,2019,easy
Alaska and Hawaii Statehood,https://en.wikipedia.org/wiki/Alaska_Statehood_Act,28216,diplomatic,1959,easy
Sistine Chapel Ceiling Painted,https://en.wikipedia.org/wiki/Gallery_of_the_Sistine_Chapel_ceiling,31143,cultural,1512,easy
SpaceX Lands Reusable Rocket,https://en.wikipedia.org/wiki/SpaceX_reusable_launch_system_development_program,36753,exploration,2015,easy
US Constitution Ratified,https://en.wikipedia.org/wiki/Timeline_of_drafting_and_ratification_of_the_United_States_Constitution,37055,diplomatic,1788,easy
Electric Light Bulb Invented,https://en.wikipedia.org/wiki/Edison_light_bulb,47416,infrastructure,1879,easy
Eiffel Tower Completed,https://en.wikipedia.org/wiki/Eiffel_Tower_replicas_and_derivatives,52158,infrastructure,1889,easy
Protestant Reformation Begins,https://en.wikipedia.org/wiki/History_of_Protestantism,57229,cultural,1517,easy
US-North Korea Summit,https://en.wikipedia.org/wiki/2018_North_Korea–United_States_Singapore_Summit,59572,diplomatic,2018,easy
Perseverance Lands on Mars,https://en.wikipedia.org/wiki/Mars_2020,63882,exploration,2021,easy
Transcontinental Railroad Completed,https://en.wikipedia.org/wiki/Transcontinental_railroad,78514,infrastructure,1869,easy
Australia Bushfires,https://en.wikipedia.org/wiki/Bushfires_in_Australia,78920,disasters,2019,easy
Beatles on Ed Sullivan,https://en.wikipedia.org/wiki/The_Beatles_on_The_Ed_Sullivan_Show,89196,cultural,1964,easy
Iceland Volcano Eruption,https://en.wikipedia.org/wiki/2010_eruptions_of_Eyjafjallajökull,93430,disasters,2010,easy
Nixon Visits China,https://en.wikipedia.org/wiki/1972_visit_by_Richard_Nixon_to_China,101265,diplomatic,1972,easy
Germany Divided,https://en.wikipedia.org/wiki/History_of_Germany_(1945–1990),102161,diplomatic,1949,easy
Machu Picchu Rediscovered,https://en.wikipedia.org/wiki/Lost_city,107760,exploration,1911,easy
Russia Annexes Crimea,https://en.wikipedia.org/wiki/Russian_occupation_of_Crimea,115585,conflict,2014,easy
