event_name,event_title,approximate_year,region,category,sources
joseon-dynasty,Joseon Dynasty Established,1392,East Asia,political,gap_analysis
medici-patronage,Medici Family Banking and Art Patronage,1397,Florence,economic,consequence_chain
medici-banking-innovations,Medici Banking Innovations,1397,Florence,economic,consequence_chain
banking-medici,Medici Bank,1397,Italy,economy,historical_firsts
mali-decline,Mali Empire Decline,1400,Sub-Saharan Africa,political,gap_analysis
kilwa-sultanate,Kilwa Sultanate Peak Power,1400,Sub-Saharan Africa,political,"gap_analysis, non_western"
timurid-dynasty,Timurid Dynasty Power,1400,Central Asia,political,gap_analysis
tulum-city,Tulum Maya City,1400,Mesoamerica,architectural,gap_analysis
venetian-republic,Venetian Republic Peak Power,1400,Western Europe,economic,gap_analysis
terrace-farming-andes,Inca Terrace Farming Expands,1400,South America,agricultural,gap_analysis
bill-of-exchange-development,Bill of Exchange Developed,1400,Italy,economic,consequence_chain
spice-trade-dominance,Spice Trade Expansion,1400,Indian Ocean,economic,consequence_chain
gunpowder-weapons-adoption,Gunpowder Weapons Widely Adopted,1400,Europe,military,consequence_chain
samarkand-cultural-center,Samarkand Becomes Major Cultural Center,1400,Central Asia,culture,non_western
benin-edo-kingdom,Edo Kingdom Bronze Plaques Flourish,1400,Africa,art,non_western
mombasa-coastal-power,Mombasa Becomes Coastal Power,1400,Africa,political,non_western
muisca-gold-culture,Muisca Gold Working and Culture,1400,South America,culture,non_western
ottoman-military-innovation,Ottoman Janissary Corps Innovations,1400,Middle East,military,non_western
mamluk-sultanate-splendor,Mamluk Sultanate Architectural Splendor,1400,Middle East,architecture,non_western
soga-kingdom,Soga Kingdom in Uganda Region,1400,Africa,political,non_western
fijian-culture,Fijian Kingdoms Development,1400,Pacific,political,non_western
muromachi-zen-ink-painting,Zen Ink Painting Muromachi Golden Age,1400,Japan,artistic,r2_medieval
saffron-trade-persia,Persian Saffron Trade Reaches Europe,1400,Persia,trade,r2_economic
cashmere-wool-trade,Cashmere Wool Trade from Kashmir,1400,South Asia,trade,r2_economic
grain-trade-monopoly,Grain Trade Monopoly in Baltic,1400,Baltic,commercial,r2_economic
ottoman-timar-system,Ottoman Timar Land-Revenue System,1400,Ottoman Empire,monetary,r2_economic
open-field-system-abandonment,Open Field System Agricultural Shift,1400,England,agricultural,r2_economic
manioc-cultivation-caribbean,Manioc Cultivation Becomes Staple,1400,Americas,agricultural,r2_economic
madder-dye-monopoly,Madder Root Dye Monopoly in Europe,1400,Europe,trade,r2_economic
slave-trade-ottomans,Ottoman Slave Trade System Expands,1400,Ottoman Empire,commercial,r2_economic
bankruptcy-legal-framework,Bankruptcy Legal Framework Develops,1400,Italy,commercial,r2_economic
import-tariffs-protection,Import Tariffs for Economic Protection,1400,Europe,economic,r2_economic
kerala-school-mathematics,Kerala School Develops Calculus Concepts,1400,India,mathematical,r2_scientific
mycenaean-warrior-art,Mycenaean Warrior Art and Pottery,1400,Greece,artistic,r2_cultural
zeami-noh-dramatist,Zeami Perfects Noh Theater Form,1400,Japan,theatrical,r2_cultural
javanese-court-dance,Javanese Court Dance Traditions Established,1400,Southeast Asia,cultural,r2_cultural
magnifying-glass-single-lens,Magnifying Glass Single Lens,1400,Italy,optics,r2_tech_chains
cast-iron-production,Cast Iron Production Methods,1400,Europe,metallurgy,r2_tech_chains
star-chart-compilation,Star Charts and Celestial Mapping,1400,Islamic world,navigation,r2_tech_chains
moldboard-plow-improvements,Moldboard Plow Improvements,1400,Europe,agriculture,r2_tech_chains
dome-construction-mastery,Dome Construction and Mechanics,1400,Renaissance Italy,construction,r2_tech_chains
saltpeter-refinement,Saltpeter Crystallization and Refinement,1400,Asia,chemistry,r2_tech_chains
soap-making-improvements,Soap Making Improvements,1400,Mediterranean,chemistry,r2_tech_chains
porcelain-development,Porcelain Development and Techniques,1400,China,materials,r2_tech_chains
oyo-empire-military-innovation,Oyo Empire Develops Cavalry-Based Military,1400,West Africa,military,r2_africa_pacific
benin-bronze-casting-peak,Benin Kingdom Bronze Casting Reaches Peak,1400,West Africa,artistic,r2_africa_pacific
wolof-teranga-culture,Wolof Hospitality Culture and Trade Ethics,1400,West Africa,cultural,r2_africa_pacific
somali-mogadishu-sultanate,Mogadishu Sultanate Flourishes on Somali Coast,1400,East Africa,political,r2_africa_pacific
buganda-kabaka-system,Buganda Kabaka Political System Develops,1400,East Africa,political,r2_africa_pacific
kongo-kingdom-structure,Kongo Kingdom Political Structure Formalized,1400,Central Africa,political,r2_africa_pacific
great-lakes-kingdoms-system,Great Lakes Kingdoms Form Political System,1400,East Africa,political,r2_africa_pacific
salt-gold-trade-caravan,Salt and Gold Trade Dominates Trans-Saharan Routes,1400,West Africa,economic,r2_africa_pacific
swahili-stone-architecture,Swahili Cities Develop Stone Architecture,1400,East Africa,architectural,r2_africa_pacific
yap-stone-money-currency,Yapese Stone Money Currency System,1400,Micronesia,economic,r2_africa_pacific
maori-iwi-tribal-identity,Maori Iwi Tribal Identities Solidify,1400,Polynesia,social,r2_africa_pacific
caravanserai-samarkand,Samarkand Caravanserai Network Established,1400,Central Asia,economic,r2_korea_americas
taino-cohoba-ceremony,Taino Cohoba Ritual Ceremony,1400,Caribbean,religious,r2_korea_americas
banking-credit-innovation,Banking Credit Systems Expand,1400,Italy,economic,r2_paradigm_shifts
insurance-maritime,Maritime Insurance Develops,1400,Mediterranean,economic,r2_paradigm_shifts
tuvalu-mausoleum-built,Mausoleum of Tamerlane Built,1401,Central Asia,architectural,r2_korea_americas
malacca-sultanate,Malacca Sultanate Established,1402,Southeast Asia,political,non_western
malacca-sultanate-founded,Malacca Sultanate Founded,1402,Southeast Asia,political,r2_medieval
ming-treasure-fleets,Zheng He's Treasure Fleet Voyages Begin,1405,East Asia,exploration,non_western
ming-forbidden-city,Forbidden City Completed,1406,East Asia,architectural,"gap_analysis, non_western"
linear-perspective,Invention of Linear Perspective,1413,Florence,artistic,consequence_chain
brunelleschi-perspective,Brunelleschi Develops Linear Perspective,1413,Italy,artistic,r2_cultural
jan-hus-execution,Jan Hus Executed,1415,Constance,religious,consequence_chain
hussite-movement,Hussite Movement Jan Hus,1415,Europe,religious,r2_medieval
prince-henry-navigator,Prince Henry the Navigator School,1419,Portugal,exploration,consequence_chain
hussite-wars,Hussite Wars,1419,Bohemia,military,consequence_chain
portuguese-caravels,Portuguese Develop Caravel Ships,1420,Portugal,maritime,consequence_chain
timurid-renaissance,Timurid Renaissance in Art and Architecture,1420,Central Asia,culture,non_western
astronomical-observatory,Ulugh Beg Observatory,1420,Uzbekistan,science,historical_firsts
ulugh-beg-observatory,Ulugh Beg Observatory Samarkand,1420,Central Asia,scientific,"r2_medieval, r2_korea_americas"
florence-cathedral-dome,Brunelleschi Builds Florence Cathedral Dome,1420,Italy,architectural,r2_cultural
oil-based-printing-ink,Oil-Based Printing Ink,1420,Germany,printing,r2_tech_chains
samarkand-ulugh-beg-madrasah,Ulugh Beg Madrasah Completed,1420,Central Asia,architectural,r2_korea_americas
ottoman-siege-galata,Ottoman Siege of Galata,1422,Byzantine Empire,military,r2_medieval
samarkand-observatory,Ulugh Beg's Observatory Built,1424,Central Asia,scientific,gap_analysis
le-dynasty-restoration,Le Dynasty Restores Vietnamese Independence,1427,Southeast Asia,political,non_western
masaccio-fresco-innovation,Masaccio Revolutionizes Fresco Painting,1428,Italy,artistic,r2_cultural
printing-engraving,Engraving Printing,1430,Germany,communication,historical_firsts
donatello-bronze-sculpture,Donatello Creates Renaissance Bronze Sculptures,1430,Italy,artistic,r2_cultural
khmer-decline,Khmer Empire Decline,1431,Southeast Asia,political,gap_analysis
zheng-he-treasure-voyages-end,Zheng He Treasure Voyages End,1433,China,exploration,chronology
medici-florentine-bank,Medici Bank Becomes Europe's Leading Bank,1433,Italy,commercial,r2_economic
brunelleschi-dome,Brunelleschi Completes Florence Dome,1436,Florence,architectural,consequence_chain
joseon-sejong-water-clock,Water Clock Jagyeongnu Constructed,1438,Korea,scientific,r2_korea_americas
aztec-expansion-conquests,Aztec Expansion Military Campaigns,1440,Americas,military,r2_medieval
printing-press-revolution,Printing Press Revolution Begins with Gutenberg,1440,Germany,cultural,r2_cultural
caravel-ship-design,Caravel Ship Design Development,1440,Iberia,technology,r2_paradigm_shifts
sejong-hangul-invention,King Sejong Invents Hangul Alphabet,1443,East Asia,language,non_western
hangul-creation-edict,Hangul Creation Edict Issued,1443,Korea,invention,r2_korea_americas
mutapa-empire,Mutapa Empire Peak,1450,Sub-Saharan Africa,political,gap_analysis
bahmani-sultanate,Bahmani Sultanate Peak,1450,South Asia,political,"gap_analysis, non_western"
inca-expansion,Inca Empire Massive Expansion,1450,South America,military,gap_analysis
incunabula-books,Incunabula: Early Printed Books,1450,Europe,cultural,consequence_chain
joseon-scientific-innovation,Joseon Dynasty Scientific Innovations,1450,East Asia,science,non_western
timbuktu-university,University of Timbuktu Flourishes,1450,Africa,education,non_western
mamluk-cairo-libraries,Mamluk Libraries and Scholarship,1450,Middle East,education,non_western
iroquois-confederacy,Haudenosaunee Iroquois Confederacy Formation,1450,North America,political,non_western
malacca-entrepot,Malacca Becomes Major Trade Entrepot,1450,Southeast Asia,trade,non_western
benin-bronzes-royal-plaques,Benin Royal Plaques and Bronzes Tradition,1450,West Africa,artistic,r2_cultural
filippo-lippi-painting,Filippo Lippi Develops Renaissance Painting,1450,Italy,artistic,r2_cultural
harpsichord-invented,Harpsichord Keyboard Instrument Invented,1450,Italy,musical,r2_cultural
court-ballet-origins,Court Ballet Tradition Emerges in Renaissance Italy,1450,Italy,theatrical,r2_cultural
eyeglass-improvements,Eyeglass Design Improvements,1450,Venice,optics,r2_tech_chains
oyo-confederacy-structure,Oyo Confederacy Political System Formalized,1450,West Africa,political,r2_africa_pacific
songhai-university-timbuktu,Songhai University of Timbuktu Flourishes,1450,West Africa,cultural,r2_africa_pacific
rwanda-kingdom-formation,Rwanda Kingdom Emerges in Great Lakes,1450,East Africa,political,r2_africa_pacific
rozwi-empire-rise,Rozwi Empire Rises After Great Zimbabwe,1450,Southern Africa,political,r2_africa_pacific
armillary-sphere-korean,Korean Armillary Sphere Developed,1450,Korea,scientific,r2_korea_americas
qhapaq-nan-expansion,Qhapaq Ñan Road Network Expanded,1450,South America,architectural,r2_korea_americas
machu-picchu-construction,Machu Picchu Constructed,1450,South America,architectural,r2_korea_americas
inca-acllaconas,Chosen Women (Acllaconas) Institution,1450,South America,social,r2_korea_americas
haudenosaunee-confederacy,Haudenosaunee Confederacy Formed,1450,North America,political,r2_korea_americas
gunpowder-military-adoption-europe,Gunpowder Weaponry Adoption in European Warfare,1450,Western Europe,military,r2_paradigm_shifts
fall-constantinople-1453,Fall of Constantinople 1453,1453,Byzantine,military,consequence_chain
byzantine-scholars-flee,Byzantine Scholars Flee Constantinople,1453,Europe,intellectual,consequence_chain
ottoman-final-siege-1453,Siege of Constantinople Final,1453,Byzantine Empire,military,r2_medieval
hundred-years-war-conclusion,Hundred Years War Ends,1453,Europe,military,r2_medieval
silk-road-decline,Silk Road Trade Decline Begins,1453,Central Asia,economic,r2_paradigm_shifts
printing-bible,Gutenberg Bible,1455,Germany,communication,historical_firsts
sulu-sultanate,Sulu Sultanate Philippine Islands,1457,Southeast Asia,political,non_western
printing-color,Printing with Color,1457,Germany,communication,historical_firsts
antwerp-stock-exchange,Antwerp Stock Exchange,1460,Belgium,economy,historical_firsts
antwerp-bourse-replacement,Antwerp Bourse Replaces Bruges as Trading Hub,1460,Flanders,commercial,r2_economic
inca-quipu-standardized,Quipu Recording System Standardized,1460,South America,administrative,r2_korea_americas
tahuantinsuyu-administrative,Tahuantinsuyu Administrative Districts,1460,South America,political,r2_korea_americas
ottoman-topkapi-palace,Topkapi Palace Construction,1465,Middle East,architecture,non_western
kazakh-khanate-zhanibek,Zhanibek Khan Founds Kazakh Khanate,1465,Central Asia,political,r2_korea_americas
shimazu-sengoku,Sengoku Daimyo Wars Begin,1467,East Asia,military,non_western
sikh-movement-begins,Sikh Religious Movement Begins,1469,South Asia,religious,gap_analysis
inca-conquest-expansion,Inca Conquest Expansion Thupa,1470,Americas,military,r2_medieval
fugger-banking-empire,Rise of Fugger Banking Dynasty,1470,Holy Roman Empire,commercial,r2_economic
inca-tupac-amaru,Inca Conquest of Lake Titicaca Region,1470,South America,military,r2_korea_americas
printing-press-diffusion,Printing Press Spreads Across Europe,1470,Western Europe,information,r2_paradigm_shifts
venice-patent-system,Venetian Patent System,1474,Italy,law,historical_firsts
isabella-aragon,Isabella of Aragon Queen Power,1479,Western Europe,political,gap_analysis
bihzad-persian-painting,Bihzad Becomes Greatest Persian Miniaturist,1480,Persia,artistic,r2_cultural
perugino-christ-keys,Perugino Establishes Renaissance Workshop,1480,Italy,artistic,r2_cultural
inca-terrace-agriculture,Inca Terrace Agriculture System Peak,1480,South America,agricultural,r2_korea_americas
kongo-kingdom-formation,Kongo Kingdom Formation,1482,Africa,political,r2_medieval
kongo-portuguese-contact,Kongo Kingdom Makes Contact with Portuguese,1483,Africa,trade,non_western
kongo-mani-congo-capital,Mbanza Kongo Becomes Major African City,1485,Central Africa,architectural,r2_africa_pacific
dias-cape-rounding,Dias Rounds Cape of Good Hope,1488,Africa,exploration,consequence_chain
adil-shahi-dynasty,Adil Shahi Dynasty Rules Bijapur,1489,South Asia,political,non_western
barid-shahi-dynasty,Barid Shahi Dynasty Bijapur,1489,South Asia,political,non_western
nizamshahi-dynasty,Nizamshahi Dynasty Ahmadnagar,1490,South Asia,political,non_western
kongo-christianity-adoption,Kongo Kingdom Adopts Christianity,1491,Africa,religion,non_western
reconquista-completion,Reconquista Completed,1492,Spain,military,consequence_chain
first-globe,Behaim Globe,1492,Germany,communication,historical_firsts
songhai-askia-muhammad,Askia Muhammad Expands Songhai Empire,1493,Africa,political,non_western
songhai-askia-reforms,Askia Muhammad Songhai Reforms,1493,Africa,political,r2_medieval
columbian-exchange-disease,Columbian Exchange - Disease Vector,1493,Americas,demographic,r2_paradigm_shifts
italian-wars,Italian Wars Begin,1494,Italy,military,consequence_chain
publishing-house,Aldus Manutius Publishing,1494,Italy,communication,historical_firsts
leonardo-da-vinci-art,Leonardo da Vinci Creates Major Masterpieces,1495,Italy,artistic,r2_cultural
first-almanac,Almanach des Bergers,1497,France,communication,historical_firsts
end-medieval-period-1500,Printing Press Revolution Completes,1500,Europe,invention,chronology
songhai-expansion,Songhai Empire Expansion under Askia,1500,Sub-Saharan Africa,military,gap_analysis
oromo-expansion,Oromo Expansion in East Africa,1500,Sub-Saharan Africa,military,gap_analysis
vedic-period,Vedic Period Begins,1500,South Asia,religious,gap_analysis
deccan-sultanates,Deccan Sultanates Flourish,1500,South Asia,political,"gap_analysis, non_western"
aztec-peak,Aztec Empire Peak,1500,Mesoamerica,political,gap_analysis
columbian-exchange,Columbian Exchange Begins,1500,Global,economic,consequence_chain
ming-great-wall,Great Wall Expansion During Ming Dynasty,1500,East Asia,military,non_western
vijayanagara-flowering,Vijayanagara Empire Cultural Flowering,1500,South Asia,culture,non_western
joseon-confucian-renaissance,Joseon Confucian Renaissance,1500,East Asia,philosophy,non_western
ayutthaya-golden-age,Ayutthaya Kingdom Golden Age,1500,Southeast Asia,culture,non_western
benin-art-renaissance,Benin Kingdom Art Renaissance,1500,Africa,culture,non_western
olmec-civilization-founded,Olmec Civilization Establishes in Mesoamerica,1500,Mesoamerica,political,non_western
polynesian-settlement-expansion,Polynesian Navigation and Settlement Expansion,1500,Pacific,exploration,non_western
maori-iwi-development,Maori Iwi Development and Organization,1500,Pacific,political,non_western
buganda-kingdom,Buganda Kingdom Expansion,1500,Africa,political,non_western
melanesian-settlement,Melanesian Island Settlement Patterns,1500,Pacific,exploration,non_western
aboriginal-didgeridoo-music,Aboriginal Didgeridoo Musical Instrument,1500,Pacific,culture,non_western
songhai-timbuktu,Songhai Empire Timbuktu Commercial Peak,1500,Africa,trade,non_western
songhai-military-gunpowder,Songhai Military Gunpowder Infantry,1500,Africa,military,non_western
luba-empire,Luba Empire Expands in Central Africa,1500,Africa,political,non_western
zoo-ancient,Ancient Egyptian Zoo,1500,Egypt,institutions,historical_firsts
anatomical-drawing,Leonardo Anatomical Studies,1500,Italy,science,historical_firsts
inca-civil-war-dispute,Inca Civil War Huascar Atahualpa,1500,Americas,military,r2_medieval
sugar-plantation-establishment,Sugar Plantations Established in Caribbean,1500,Americas,agricultural,r2_economic
coffee-cultivation-expansion,Coffee Cultivation Expands in Ottoman Empire,1500,Ottoman Empire,agricultural,r2_economic
silk-debasement-trade,Debasement of Silk Trade Quality Standards,1500,Asia,trade,r2_economic
cotton-trade-begins,Cotton Trade Opens from India,1500,India,trade,r2_economic
enclosure-movement-begins,English Enclosure Movement Begins,1500,England,agricultural,r2_economic
indigo-dye-trade,Indigo Dye Trade from India,1500,India,trade,r2_economic
fur-trade-russian,Russian Fur Trade Expansion,1500,Russia,trade,r2_economic
cod-fishery-expansion,Atlantic Cod Fishery Expansion,1500,Atlantic,trade,r2_economic
embargo-trade-warfare,Trade Embargoes as Economic Warfare,1500,Mediterranean,economic,r2_economic
benin-kingdom-art-tradition,Benin Kingdom Sculptural Tradition Flourishes,1500,West Africa,artistic,r2_cultural
quenching-tempering-steel,Quenching and Tempering Techniques,1500,Anatolia,metallurgy,r2_tech_chains
nautical-table-creation,Nautical Tables and Ephemerides,1500,Portugal,navigation,r2_tech_chains
arquebus-musket-development,Arquebus and Musket Design,1500,Spain,weapons,r2_tech_chains
rifling-development,Rifling Grooves in Gun Barrels,1500,Germany,weapons,r2_tech_chains
scratch-plow-design,Scratch Plow Early Design,1500,Middle East,agriculture,r2_tech_chains
varnish-composition-formulas,Varnish Composition and Formulas,1500,Europe,materials,r2_tech_chains
kanem-bornu-gunpowder-adoption,Kanem-Bornu Adopts Gunpowder Weapons,1500,West Africa,military,r2_africa_pacific
songhai-military-organization,Songhai Military Organized into Professional Units,1500,West Africa,military,r2_africa_pacific
buganda-kabaka-succession,Buganda Kingdom Formalizes Kabaka Succession,1500,East Africa,political,r2_africa_pacific
kuba-kingdom-raffia-currency,Kuba Kingdom Uses Raffia as Currency,1500,Central Africa,economic,r2_africa_pacific
burundi-kingdom-establishment,Burundi Kingdom Established in Great Lakes,1500,East Africa,political,r2_africa_pacific
rozwi-stone-fortifications,Rozwi Kingdom Builds Stone Fortifications,1500,Southern Africa,architectural,r2_africa_pacific
cowrie-shell-currency-africa,Cowrie Shells Used as Currency in African Trade,1500,West Africa,economic,r2_africa_pacific
yap-political-hierarchy,Yap Political Hierarchy Based on Stone Wealth,1500,Micronesia,political,r2_africa_pacific
joseon-hahoetal-masks,Hahoe Mask Dance Tradition Established,1500,Korea,cultural,r2_korea_americas
oneida-nation-iroquois,Oneida Nation Iroquois Confederacy Role,1500,North America,political,r2_korea_americas
enclosure-movement,Enclosure Movement Transforms English Agriculture,1500,England,agricultural,r2_paradigm_shifts
printing-impact-literacy,Printing Increases Literacy Rates,1500,Western Europe,information,r2_paradigm_shifts
canal-building-netherlands,Dutch Canal System Development,1500,Netherlands,infrastructure,r2_paradigm_shifts
population-collapse-americas,Post-1492 Population Collapse in Americas,1500,Americas,demographic,r2_paradigm_shifts
literacy-expansion-post-printing,Literacy Expansion After Printing Press,1500,Western Europe,information,r2_paradigm_shifts
postal-system-expansion,European Postal System Development,1500,Western Europe,infrastructure,r2_paradigm_shifts
safavid-dynasty-founded,Safavid Dynasty Founded in Persia,1501,Middle East,political,non_western
safavid-shah-ismail,Shah Ismail Establishes Safavid Persia,1501,Middle East,political,non_western
printing-music,Musical Notation Printing,1501,Italy,communication,historical_firsts
encomienda-system,Encomienda System Established,1502,Americas,social,consequence_chain
aztec-expansion-reign,Aztec Empire Expansion Under Montezuma,1502,Mesoamerica,military,non_western
davids-sculpture-michelangelo,Michelangelo Sculpts David,1504,Florence,artistic,consequence_chain
mombasa-portuguese-control,Mombasa Becomes Portuguese Trading Post,1505,East Africa,military,r2_africa_pacific
safavid-shiite-islam,Safavid Dynasty Establishes Shiite Islam as State Religion,1507,Middle East,religion,non_western
qutb-shahi-dynasty,Qutb Shahi Dynasty Golconda,1507,South Asia,political,non_western
first-autopsy,Leonardo Da Vinci Autopsy,1507,Italy,medicine,historical_firsts
first-map-printing,Waldsemuller Map,1507,Germany,communication,historical_firsts
shaybanid-bukhara-captured,Shaybanids Capture Bukhara,1507,Central Asia,military,r2_korea_americas
portuguese-goa-conquest,Portuguese Conquest of Goa,1510,India,military,consequence_chain
songhai-scholars,Songhai Scholars and Islamic Learning,1510,Africa,education,non_western
raphael-school-athens,Raphael Paints School of Athens,1510,Italy,artistic,r2_cultural
michelangelo-sistine-chapel,Michelangelo Paints Sistine Chapel Ceiling,1512,Italy,artistic,r2_cultural
portuguese-calicut-control,Portuguese Control Calicut,1513,India,military,consequence_chain
safavid-battled-ottomans,Safavid-Ottoman Military Conflicts,1514,Middle East,military,non_western
reformation-luther-begins,Protestant Reformation Begins,1517,Germany,religious,chronology
printing-reformation-pamphlets,Printing Enables Reformation Pamphlets,1517,Europe,religious,consequence_chain
horse-introduction-americas,Horse Reintroduction to Americas,1519,North America,ecological,r2_paradigm_shifts
vijayanagara-architecture,Vijayanagara Temple Architecture Peak,1520,South Asia,architecture,non_western
ottoman-suleiman-magnificent,Suleiman the Magnificent's Reign,1520,Middle East,political,non_western
spanish-conquest-aztec,Fall of Aztec Empire,1521,Mexico,military,chronology
mughal-babur-founds,Mughal Empire Founded by Babur,1526,South Asia,political,non_western
banjarmasin-sultanate,Banjarmasin Sultanate Rise,1526,Southeast Asia,political,r2_early_modern
madura-sultanate-fall,Madura Sultanate Fall in Southeast Asia,1528,Southeast Asia,military,r2_early_modern
spanish-tercio-formation,Spanish Tercio Military Formation,1530,Spain,military,consequence_chain
reformation-anabaptists,Anabaptist Radical Reformation Movement,1530,Europe,religious,r2_early_modern
english-reformation-henry,English Reformation Under Henry VIII,1530,Europe,religious,r2_early_modern
mannerism-art-style,Mannerism Art Style Emerges,1530,Italy,artistic,r2_cultural
inca-conflict-spanish,Inca Civil War,1532,South America,military,chronology
spanish-conquest-peru,Conquest of Peru by Spain,1533,South America,military,chronology
rabelais-gargantua,Rabelais Writes Gargantua and Pantagruel,1534,France,literary,r2_cultural
araucanians,Araucanian Resistance Begins,1540,South America,military,gap_analysis
jesuits-founded,Society of Jesus (Jesuits) Founded,1540,Rome,religious,consequence_chain
titian-venetian-color,Titian Masters Venetian Color Tradition,1540,Italy,artistic,r2_cultural
commedia-dell-arte-emerges,Commedia dell'arte Theater Tradition Emerges,1540,Italy,theatrical,r2_cultural
bankruptcy-law,Bankruptcy Code,1542,France,law,historical_firsts
copernican-astronomy,Copernican Astronomical Revolution,1543,Poland,scientific,chronology
copernican-revolution,Copernican Heliocentric Model Published,1543,Europe,scientific,"consequence_chain, historical_firsts"
chocolate-europe,Chocolate Introduction Europe,1544,Spain,food/agriculture,historical_firsts
botanical-garden,Orto Botanico di Padova,1545,Italy,science,historical_firsts
sher-shah-architecture,Sher Shah's Architectural Innovations,1545,South Asia,architectural,r2_cultural
scientific-revolution-dawn,Scientific Revolution Begins,1550,Europe,scientific,chronology
maize-introduction-africa-asia,Maize Introduced to Africa and Asia,1550,Africa/Asia,agricultural,consequence_chain
ottoman-miniature-art,Ottoman Miniature Art Flourishes,1550,Middle East,art,non_western
mapuche-arauco-war,Arauco War: Mapuche Resistance Against Spanish,1550,South America,military,r2_early_modern
counter-reformation-jesuit,Counter-Reformation and Jesuit Expansion,1550,Europe,religious,r2_early_modern
printing-press-standardization,Printing Press Standardization and Spread,1550,Europe,technological,r2_early_modern
molucca-spice-island-trade,Molucca Spice Island Trade Wars,1550,Southeast Asia,economic,r2_early_modern
spanish-inquisition-intensified,Spanish Inquisition Intensified Persecution,1550,Europe,religious,r2_early_modern
cocoa-trade-beans,Cocoa Beans Trade with Europe,1550,Americas,trade,r2_economic
violin-developed,Violin Developed as Modern Instrument,1550,Italy,musical,r2_cultural
persian-carpet-tradition,Persian Carpet Weaving Tradition Peak,1550,Persia,cultural,r2_cultural
venetian-lace-tradition,Venetian Lace Making Becomes European Fashion,1550,Italy,cultural,r2_cultural
lunda-empire-formation,Lunda Empire Emerges in Central Africa,1550,Central Africa,political,r2_africa_pacific
kongo-christianization-depth,Kongo Kingdom Mass Christianization,1550,Central Africa,religious,r2_africa_pacific
atlantic-slave-trade-forced,Atlantic Slave Trade Acceleration,1550,Atlantic,demographic,r2_paradigm_shifts
silver-wealth-redistribution,American Silver Floods Global Economy,1550,Global,economic,r2_paradigm_shifts
printing-technological-lock,Printing Press Becomes Dominant Technology,1550,Western Europe,information,r2_paradigm_shifts
ottoman-coffee-culture,Ottoman Coffee Culture Establishment,1555,Middle East,social,r2_early_modern
muscovy-company-founding,Muscovy Company Charter Granted,1555,England,commercial,r2_economic
coffee-house-emergence,Coffeehouse Culture Emerges in Ottoman Empire,1555,Ottoman Empire,cultural,r2_cultural
mughal-akbar,Akbar Expands Mughal Empire,1556,South Asia,military,gap_analysis
suleiman-kanuni-legal,Suleiman's Legal Codes (Kanuni) Promulgated,1556,Middle East,legal,r2_early_modern
ottoman-architecture-peak,Ottoman Architecture - Suleymaniye Mosque Built,1557,Middle East,architecture,non_western
scots-reformation-movement,Scottish Reformation Movement,1559,Europe,religious,r2_early_modern
goa-inquisition,Portuguese Inquisition in Goa,1560,Asia,religious,r2_early_modern
wars-of-religion-france,Wars of Religion in France,1562,France,military,consequence_chain
galleon-trade-route,Spanish Galleon Trade Route Manila-Acapulco,1565,Pacific,trade,r2_paradigm_shifts
lithuanian-commonwealth,Lithuanian-Polish Commonwealth,1569,Eastern Europe,political,gap_analysis
potato-introduction-europe,Potatoes Introduced to Europe,1570,Europe,agricultural,consequence_chain
oda-nobunaga-unification,Oda Nobunaga's Unification Campaigns,1570,East Asia,military,non_western
songhai-djinguereber-mosque,Djinguereber Mosque Construction,1570,Africa,architecture,non_western
first-atlas,Theatrum Orbis Terrarum,1570,Netherlands,communication,historical_firsts
safavid-mughal-relations,Safavid-Mughal Diplomatic Relations,1570,Middle East/South Asia,political,r2_early_modern
mining-mercury-potosí,Mercury Mining Enables Silver Extraction,1570,South America,economic,r2_paradigm_shifts
akbar-administrative-reforms,Akbar's Administrative and Revenue Reforms,1575,South Asia,political,r2_early_modern
mughal-architecture-akbar,Mughal Architecture Under Akbar Flourishes,1575,South Asia,architectural,r2_cultural
mataram-empire,Mataram Sultanate Rise,1580,Southeast Asia,political,gap_analysis
safavid-golden-age,Safavid Golden Age - Arts and Architecture,1580,Middle East,culture,non_western
ottoman-janissary-corps,Janissary Corps Military Reorganization,1580,Middle East,military,r2_early_modern
jesuit-missions-asia,Jesuit Missions to Asia Expand,1580,Asia,religious,r2_early_modern
brunei-sultanate-expansion,Brunei Sultanate Expansion,1580,Southeast Asia,political,r2_early_modern
heresy-trials-witch-hunts,European Witch Hunts and Heresy Trials,1580,Europe,religious,r2_early_modern
tycho-brahe-astronomical-observations,Tycho Brahe's Precise Astronomical Observations,1580,Denmark,scientific,r2_scientific
montaigne-essays,Montaigne Publishes Essays,1580,France,literary,r2_cultural
tea-ceremony-codification,Tea Ceremony Tradition Codified in Japan,1580,Japan,cultural,r2_cultural
first-cesarean-section,Successful Caesarean Section,1581,Switzerland,medicine,historical_firsts
levant-company-charter,Levant Company Established,1581,England,commercial,r2_economic
ballet-de-cour-france,Ballet de Cour Theater Tradition in France,1581,France,theatrical,r2_cultural
akbar-din-ilahi,Akbar's Din-i Ilahi (Syncretic Religion) Declared,1582,South Asia,religious,r2_early_modern
chocolate-introduced-europe,Chocolate Introduced to European Nobility,1585,Spain,cultural,r2_cultural
abbas-great-reforms,Abbas I the Great Reforms Safavid State,1588,Middle East,political,r2_early_modern
